date,time,BOROUGH,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,#_persons_injured,#_persons_killed,#_pedestrians_injured,#_pedestrians_killed,#_cyclist_injured,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/11/2016,19:10,STATEN ISLAND,10310.0,40.63755,-74.115036,"(40.63755, -74.115036)",,,155       NORTH BURGHER AVENUE          ,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3440337,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/26/2012,19:20,QUEENS,11102,40.772869299999996,-73.9162351,"(40.7728693, -73.9162351)",,,29-14 24 AVENUE                         ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,273195,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/20/2017,14:18,BROOKLYN,11201.0,40.694959999999995,-73.98716999999999,"(40.69496, -73.98717)",JAY STREET                      ,JOHNSON STREET,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3695421,PASSENGER VEHICLE,,,,
11/25/2014,8:20,BROOKLYN,11215,40.67740560000001,-73.98304820000001,"(40.6774056, -73.9830482)",4 AVENUE                        ,UNION STREET                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3125797,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
09/02/2015,15:15,,,,,,BROADWAY                        ,HEWES STREET                    ,,0.0,0.0,0,0,0,0,0,0,,,,,,3289677,AMBULANCE,,,,
06/05/2016,21:10,,,40.75332,-73.972595,"(40.75332, -73.972595)",3 AVENUE                        ,EAST 46-47 STREET,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3456758,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/22/2015,18:00,MANHATTAN,10002.0,40.7181445,-73.9938277,"(40.7181445, -73.9938277)",GRAND STREET                    ,CHRYSTIE STREET                 ,,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3190072,SPORT UTILITY / STATION WAGON,,,,
05/19/2018,14:00,BRONX,10458.0,40.866046999999995,-73.88274399999999,"(40.866047, -73.882744)",SOUTHERN BOULEVARD              ,BEDFORD PARK BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Following Too Closely,,,,3904430,Sedan,Sedan,,,
09/01/2017,14:10,BROOKLYN,11223.0,40.598009999999995,-73.96395,"(40.59801, -73.96395)",,,701       AVENUE U                      ,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,3741814,SPORT UTILITY / STATION WAGON,,,,
08/24/2016,21:50,MANHATTAN,10012.0,40.72364,-74.00269,"(40.72364, -74.00269)",,,375       WEST BROADWAY                 ,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3508198,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
04/28/2013,14:30,MANHATTAN,10029,40.7941352,-73.9428183,"(40.7941352, -73.9428183)",EAST 110 STREET                 ,3 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,56449,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
05/20/2015,0:35,MANHATTAN,10065.0,40.7627399,-73.959696,"(40.7627399, -73.959696)",1 AVENUE                        ,EAST 64 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3223465,TAXI,PASSENGER VEHICLE,,,
05/27/2016,17:37,QUEENS,11421.0,40.692947,-73.86115,"(40.692947, -73.86115)",86 ROAD                         ,FOREST PARKWAY,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3451316,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/25/2015,3:28,QUEENS,11365.0,40.7282249,-73.80129759999998,"(40.7282249, -73.8012976)",73 AVENUE                       ,168 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3360925,PASSENGER VEHICLE,,,,
11/13/2016,21:30,,,40.716953000000004,-73.82216,"(40.716953, -73.82216)",JACKIE ROBINSON PKWY            ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3559611,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
09/21/2018,9:36,QUEENS,11433.0,40.705425,-73.78258000000001,"(40.705425, -73.78258)",LIBERTY AVENUE                  ,177 STREET,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3985317,Station Wagon/Sport Utility Vehicle,Bus,,,
12/08/2017,21:00,BRONX,10475.0,40.880534999999995,-73.83211999999999,"(40.880535, -73.83212)",NEW ENGLAND THRUWAY             ,REEDS MILL LANE,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3810162,DS,PK,,,
01/09/2017,14:13,BRONX,10474.0,40.81459,-73.8859,"(40.81459, -73.8859)",HUNTS POINT AVENUE              ,SPOFFORD AVENUE,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3595332,Box Truck,Box Truck,,,
08/22/2015,22:16,BROOKLYN,11204.0,40.61536029999999,-73.9870693,"(40.6153603, -73.9870693)",20 AVENUE                       ,67 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3282814,UNKNOWN,PASSENGER VEHICLE,,,
03/25/2013,9:53,BROOKLYN,11203,40.642384,-73.9253821,"(40.642384, -73.9253821)",KINGS HIGHWAY                   ,AVENUE D                        ,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,137441,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/26/2017,23:00,BROOKLYN,11218.0,40.64888,-73.97488,"(40.64888, -73.97488)",OCEAN PARKWAY                   ,CATON PLACE,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3701849,SPORT UTILITY / STATION WAGON,,,,
06/04/2015,9:39,,,,,,LANE AVENUE                     ,EAST TREMONT AVENUE             ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3233593,BUS,SPORT UTILITY / STATION WAGON,,,
08/01/2012,17:20,MANHATTAN,10025,40.7933291,-73.97657209999998,"(40.7933291, -73.9765721)",RIVERSIDE DRIVE                 ,WEST 92 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,57665,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/23/2018,16:50,BROOKLYN,11208.0,40.68857,-73.8757,"(40.68857, -73.8757)",CYPRESS HILL STREET             ,JAMAICA AVENUE,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3870316,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/13/2017,20:25,BROOKLYN,11213.0,40.674904,-73.94447,"(40.674904, -73.94447)",SAINT MARKS AVENUE              ,BROOKLYN AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3792184,SPORT UTILITY / STATION WAGON,,,,
12/24/2012,19:50,,,40.7684674,-73.90605579999999,"(40.7684674, -73.9060558)",,,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3102228,PASSENGER VEHICLE,UNKNOWN,,,
10/13/2018,4:25,,,40.668495,-73.925606,"(40.668495, -73.925606)",BUFFALO AVENUE                  ,,,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3999335,Bike,Station Wagon/Sport Utility Vehicle,,,
12/23/2016,13:00,,,,,,VANERVEER STREET                ,94 ROAD,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,3585553,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/26/2014,13:00,QUEENS,11691,40.6022727,-73.7533553,"(40.6022727, -73.7533553)",CORNAGA AVENUE                  ,BEACH 20 STREET                 ,,1.0,0.0,0,0,1,0,0,0,Lost Consciousness,Prescription Medication,,,,325826,SPORT UTILITY / STATION WAGON,BICYCLE,,,
04/19/2017,7:30,MANHATTAN,10027.0,40.811764000000004,-73.946304,"(40.811764, -73.946304)",,,2196      7 AVENUE                      ,3.0,0.0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3654109,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/07/2012,4:40,MANHATTAN,10065,40.762488399999995,-73.96297390000001,"(40.7624884, -73.9629739)",2 AVENUE                        ,EAST 62 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Prescription Medication,,,,46030,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/02/2018,17:08,STATEN ISLAND,10310.0,40.633858000000004,-74.12595999999999,"(40.633858, -74.12596)",CLOVE ROAD                      ,CASTLETON AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3915457,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/09/2016,16:30,,,40.831179999999996,-73.83813,"(40.83118, -73.83813)",HUTCHINSON RIVER PARKWAY        ,,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3576801,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
04/01/2015,20:43,BRONX,10454.0,40.807905700000006,-73.9200454,"(40.8079057, -73.9200454)",BROWN PLACE                     ,EAST 138 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3196284,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
08/04/2015,22:30,QUEENS,11412.0,40.700517600000005,-73.7614022,"(40.7005176, -73.7614022)",112 ROAD                        ,194 STREET                      ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,3271417,PASSENGER VEHICLE,,,,
10/10/2018,12:00,,,40.613056,-73.95815999999999,"(40.613056, -73.95816)",EAST 16 STREET                  ,,,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4059050,Station Wagon/Sport Utility Vehicle,,,,
06/25/2018,17:00,QUEENS,11368.0,40.750458,-73.863,"(40.750458, -73.863)",,,39-09     103 STREET                    ,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3929787,Box Truck,Motorcycle,,,
12/09/2017,20:20,,,40.76698,-73.9169,"(40.76698, -73.9169)",28 AVENUE                       ,,,1.0,0.0,0,0,1,0,0,0,Pavement Slippery,Unspecified,,,,3805931,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/09/2013,17:40,,,40.7464114,-73.7652527,"(40.7464114, -73.7652527)",,,,0.0,0.0,0,0,0,0,0,0,Animals Action,Animals Action,Animals Action,,,3034121,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
07/06/2015,18:00,MANHATTAN,10128.0,40.780065,-73.9470478,"(40.780065, -73.9470478)",1 AVENUE                        ,EAST 91 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3252763,TAXI,SPORT UTILITY / STATION WAGON,,,
06/08/2015,22:00,QUEENS,11101.0,40.7445614,-73.93075309999999,"(40.7445614, -73.9307531)",QUEENS BOULEVARD                ,34 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3236961,PASSENGER VEHICLE,LIVERY VEHICLE,,,
08/21/2017,13:20,MANHATTAN,10030.0,40.814583,-73.94197,"(40.814583, -73.94197)",,,135       WEST 135 STREET               ,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3736111,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/24/2013,13:30,BROOKLYN,11239.0,40.6484415,-73.8824124,"(40.6484415, -73.8824124)",PENNSYLVANIA AVENUE             ,TWIN PINES DRIVE                ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,168021,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/19/2014,20:35,BRONX,10470,40.8982732,-73.86732070000001,"(40.8982732, -73.8673207)",EAST 236 STREET                 ,KATONAH AVENUE                  ,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,2826821,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/05/2018,9:15,,,40.667076,-73.78265999999999,"(40.667076, -73.78266)",BELT PARKWAY                    ,,,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3856871,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/14/2014,12:45,QUEENS,11101,40.7492683,-73.945459,"(40.7492683, -73.945459)",44 AVENUE                       ,22 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,2823782,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,
11/02/2017,8:37,BRONX,10456.0,40.830452,-73.90963,"(40.830452, -73.90963)",,,419       EAST 167 STREET               ,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3782397,SPORT UTILITY / STATION WAGON,TAXI,,,
09/07/2013,6:00,QUEENS,11101,40.7435369,-73.9507109,"(40.7435369, -73.9507109)",JACKSON AVENUE                  ,48 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,243369,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/24/2018,15:18,QUEENS,11423.0,40.70732,-73.76756,"(40.70732, -73.76756)",FARMERS BOULEVARD               ,103 AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3835263,SPORT UTILITY / STATION WAGON,,,,
12/25/2012,16:00,STATEN ISLAND,10301,40.623053799999994,-74.11326340000001,"(40.6230538, -74.1132634)",CLOVE ROAD                      ,BROADWAY                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,286623,PASSENGER VEHICLE,UNKNOWN,,,
05/02/2017,0:00,MANHATTAN,10022.0,40.760253999999996,-73.967545,"(40.760254, -73.967545)",3 AVENUE                        ,EAST 57 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3662456,Bus,Tractor Truck Diesel,,,
06/26/2015,21:00,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3248202,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/22/2018,12:10,BROOKLYN,11206.0,40.701157,-73.93668000000001,"(40.701157, -73.93668)",,,480       BUSHWICK AVENUE               ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3927822,Pick-up Truck,,,,
09/04/2018,0:00,,,40.605137,-74.01729,"(40.605137, -74.01729)",BAY 8 STREET                    ,,,2.0,0.0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,,,,3973397,Sedan,Sedan,,,
07/06/2015,9:19,QUEENS,11377.0,40.756998200000005,-73.9078268,"(40.7569982, -73.9078268)",31 AVENUE                       ,51 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3254015,UNKNOWN,PASSENGER VEHICLE,,,
10/23/2012,16:00,QUEENS,11420,40.6715338,-73.82638370000001,"(40.6715338, -73.8263837)",135 AVENUE                      ,114 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,228873,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
07/15/2016,11:33,QUEENS,11101.0,40.745174,-73.95538,"(40.745174, -73.95538)",,,5-30      47 ROAD                       ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3481031,PASSENGER VEHICLE,,,,
01/29/2013,20:30,STATEN ISLAND,10301,40.6108889,-74.1014113,"(40.6108889, -74.1014113)",SENECA AVENUE                   ,LITTLE CLOVE ROAD               ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,286984,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/21/2012,13:30,BRONX,10459,40.817795200000006,-73.8931829,"(40.8177952, -73.8931829)",BRUCKNER BOULEVARD              ,TIFFANY STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,76428,UNKNOWN,PASSENGER VEHICLE,,,
03/30/2013,3:55,,,,,,WEST 125 STREET                 ,MORNINGSIDE AVENUE              ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,62758,SPORT UTILITY / STATION WAGON,OTHER,,,
08/19/2014,8:38,BROOKLYN,11230,40.6125498,-73.962859,"(40.6125498, -73.962859)",CONEY ISLAND AVENUE             ,AVENUE O                        ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,1011246,TAXI,,,,
04/14/2014,14:40,MANHATTAN,10013,40.7170768,-74.006248,"(40.7170768, -74.006248)",CHURCH STREET                   ,WORTH STREET                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,320004,LARGE COM VEH(6 OR MORE TIRES),PICK-UP TRUCK,,,
03/17/2016,6:40,BROOKLYN,11208.0,40.680015999999995,-73.87743,"(40.680016, -73.87743)",ATLANTIC AVENUE                 ,LOGAN STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3633726,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
07/15/2012,15:10,MANHATTAN,10019,40.7617191,-73.9828066,"(40.7617191, -73.9828066)",WEST 51 STREET                  ,7 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,37804,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/21/2014,15:30,QUEENS,11377,40.740272499999996,-73.8958512,"(40.7402725, -73.8958512)",QUEENS BOULEVARD                ,69 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,244950,SPORT UTILITY / STATION WAGON,LIVERY VEHICLE,,,
02/06/2016,14:50,BROOKLYN,11220.0,40.6113676,-74.03487129999999,"(40.6113676, -74.0348713)",4 AVENUE                        ,SHORE ROAD                      ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3384666,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2017,6:20,,,40.824425,-73.87271,"(40.824425, -73.87271)",BRUCKNER EXPRESSWAY             ,,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3592561,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/13/2018,23:16,MANHATTAN,10025.0,40.79913,-73.96667,"(40.79913, -73.96667)",AMSTERDAM AVENUE                ,WEST 104 STREET,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,3862424,TAXI,PASSENGER VEHICLE,,,
03/28/2013,17:40,STATEN ISLAND,10314,40.5998273,-74.17822290000001,"(40.5998273, -74.1782229)",VICTORY BOULEVARD               ,TRAVIS AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,297266,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
06/06/2017,12:38,BRONX,10468.0,40.862534000000004,-73.89708,"(40.862534, -73.89708)",EAST FORDHAM ROAD               ,GRAND CONCOURSE,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3685371,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/07/2015,11:30,,,40.7354542,-73.91703709999999,"(40.7354542, -73.9170371)",,,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3165701,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/13/2015,16:15,,,40.8736435,-73.9079616,"(40.8736435, -73.9079616)",,,PARKING LOT 40 W. 225 ST                ,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3170263,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/16/2016,23:15,QUEENS,11421.0,40.691402000000004,-73.86198,"(40.691402, -73.86198)",80 STREET                       ,87 AVENUE,,1.0,0.0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,3521567,SPORT UTILITY / STATION WAGON,BICYCLE,,,
01/10/2017,17:30,BROOKLYN,11206.0,40.70196,-73.944016,"(40.70196, -73.944016)",BROADWAY                        ,MANHATTAN AVENUE,,1.0,0.0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,3596716,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/16/2014,7:00,,,40.6715871,-73.9984241,"(40.6715871, -73.9984241)",,,,0.0,0.0,0,0,0,0,0,0,Accelerator Defective,Unspecified,Unspecified,Unspecified,,2965693,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
12/31/2016,5:05,,,40.865165999999995,-73.8405,"(40.865166, -73.8405)",ALLERTON AVENUE                 ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3590864,TAXI,PASSENGER VEHICLE,,,
03/21/2017,14:29,,,40.767612,-73.950005,"(40.767612, -73.950005)",FDR DRIVE                       ,,,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3636565,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/30/2015,16:42,QUEENS,11375,40.7201645,-73.844789,"(40.7201645, -73.844789)",71 AVENUE                       ,AUSTIN STREET                   ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3161728,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/18/2013,11:55,MANHATTAN,10011.0,40.74164520000001,-74.00486090000001,"(40.7416452, -74.0048609)",9 AVENUE                        ,WEST 15 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,19357,SMALL COM VEH(4 TIRES) ,TAXI,,,
12/15/2018,15:37,,,40.72651,-73.93055,"(40.72651, -73.93055)",BROOKLYN QUEENS EXPRESSWAY      ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4045435,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/24/2014,5:10,MANHATTAN,10011,40.7404705,-73.9982859,"(40.7404705, -73.9982859)",WEST 17 STREET                  ,7 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,340251,TAXI,SPORT UTILITY / STATION WAGON,,,
03/26/2014,8:30,,,40.7258834,-73.83118520000001,"(40.7258834, -73.8311852)",,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3034783,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
01/19/2013,3:15,,,40.7353396,-73.916885,"(40.7353396, -73.916885)",,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3045123,LARGE COM VEH(6 OR MORE TIRES),LARGE COM VEH(6 OR MORE TIRES),,,
06/11/2015,23:15,BRONX,10461.0,40.846453600000004,-73.851734,"(40.8464536, -73.851734)",,,1613 LURTING AVE                        ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3238656,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
03/08/2016,12:10,QUEENS,11434.0,40.656160299999996,-73.7673526,"(40.6561603, -73.7673526)",ROCKAWAY BOULEVARD              ,GUY R BREWER BOULEVARD          ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3401953,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/18/2012,14:50,,,,,,43 STREET                       ,ASTORIA BOULEVARD               ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,272754,VAN,UNKNOWN,,,
02/17/2016,13:00,BROOKLYN,11217.0,40.6893501,-73.9785667,"(40.6893501, -73.9785667)",,,180 ASHLAND PLACE                       ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3390867,SPORT UTILITY / STATION WAGON,,,,
07/08/2012,16:23,MANHATTAN,10035,40.8076539,-73.93924859999998,"(40.8076539, -73.9392486)",EAST 128 STREET                 ,MADISON AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,59660,VAN,TAXI,,,
01/26/2017,13:30,,,40.628662,-74.13675,"(40.628662, -74.13675)",DECKER AVENUE                   ,CATHERINE STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3604782,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
11/08/2017,22:44,MANHATTAN,10065.0,40.768646000000004,-73.96983,"(40.768646, -73.96983)",5 AVENUE                        ,EAST 66 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3786266,TAXI,SPORT UTILITY / STATION WAGON,,,
03/11/2018,19:32,QUEENS,11417.0,40.678062,-73.85921,"(40.678062, -73.85921)",78 STREET                       ,GLENMORE AVENUE,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3861763,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/21/2017,14:00,QUEENS,11436.0,40.671684,-73.795845,"(40.671684, -73.795845)",129 AVENUE                      ,143 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3735142,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/02/2017,14:39,,,40.604153000000004,-74.05198,"(40.604153, -74.05198)",VERRAZANO BRIDGE                ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3723635,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
01/21/2016,15:08,MANHATTAN,10003.0,40.7305643,-73.9905071,"(40.7305643, -73.9905071)",EAST 9 STREET                   ,4 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3376387,TAXI,PICK-UP TRUCK,,,
07/27/2016,19:15,BROOKLYN,11207.0,40.67569,-73.89747,"(40.67569, -73.89747)",,,2624      ATLANTIC AVENUE               ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3489586,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/06/2017,12:45,QUEENS,11364.0,40.73767,-73.76115,"(40.73767, -73.76115)",,,211-06    75 AVENUE                     ,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3705859,PASSENGER VEHICLE,,,,
10/30/2017,10:00,,,40.733913,-73.994804,"(40.733913, -73.994804)",EAST 11 STREET                  ,,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3780982,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/14/2013,18:30,MANHATTAN,10029,40.79745,-73.9467017,"(40.79745, -73.9467017)",MADISON AVENUE                  ,EAST 112 STREET                 ,,1.0,0.0,1,0,0,0,0,0,Passenger Distraction,,,,,56507,PASSENGER VEHICLE,,,,
