Seq#,ID#,gender,M,R,F,first_purch,child_bks,youth_bks,cook_bks,DoItYBks,ref_bks,art_bks,geog_bks,ital_cook,ital_atlas,ital_art,florence,related_purchase,Mcode,Rcode,Fcode,yes_florence,no_florence
284,2505,1,297,8,7,22,0,2,1,0,0,1,0,0,0,0,0,1,5,3,3,0,1
285,2506,1,347,10,6,28,2,0,1,1,0,0,0,1,0,0,0,1,5,3,3,0,1
286,2508,1,188,36,6,62,2,0,2,0,0,1,1,0,0,0,0,2,4,4,3,0,1
287,2523,1,252,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1
288,2527,0,415,16,12,68,5,0,0,2,1,1,3,0,0,0,1,4,5,4,3,1,0
289,2532,1,146,14,2,18,0,1,1,0,0,0,0,0,0,0,0,0,4,4,2,0,1
290,2536,1,142,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1
291,2541,1,232,26,2,30,0,0,1,0,1,0,0,0,0,0,0,0,5,4,2,0,1
292,2591,0,326,22,4,38,2,0,0,1,0,0,1,0,0,0,0,1,5,4,3,0,1
293,2594,1,131,8,6,30,0,1,1,1,0,0,0,0,0,0,0,0,4,3,3,0,1
294,2603,0,166,16,1,16,0,0,0,0,0,0,1,0,0,0,0,1,4,4,1,0,1
295,2604,1,44,16,2,18,0,0,1,0,1,0,0,0,0,0,0,0,2,4,2,0,1
296,2624,1,159,34,1,34,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,0,1
297,2641,0,210,34,1,34,0,0,1,0,0,0,0,0,0,0,0,0,5,4,1,0,1
298,2649,1,143,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
299,2660,0,212,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
300,2668,1,201,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
301,2673,1,110,10,6,28,0,2,1,0,1,0,0,0,0,0,0,0,4,3,3,0,1
302,2676,1,18,16,1,16,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1
303,2684,1,267,16,2,18,0,0,2,0,0,0,0,0,0,0,0,0,5,4,2,0,1
304,2687,1,38,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1
305,2699,1,284,10,5,20,0,1,2,0,1,0,0,0,0,0,0,0,5,3,3,0,1
306,2707,1,332,12,10,48,2,1,3,1,0,1,0,1,0,1,0,3,5,3,3,0,1
307,2726,1,124,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1
308,2727,0,192,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
309,2731,1,267,12,6,38,1,2,1,0,1,0,0,1,1,0,0,2,5,3,3,0,1
310,2739,1,324,10,2,14,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
311,2761,1,199,4,10,34,3,0,2,1,2,1,0,0,0,0,0,1,4,2,3,0,1
312,2771,0,356,4,6,22,1,0,0,1,0,0,0,0,0,0,1,0,5,2,3,1,0
313,2773,1,475,4,12,52,4,0,2,2,1,0,1,0,0,0,0,1,5,2,3,0,1
314,2798,1,258,14,2,18,1,0,0,0,1,0,0,0,0,0,0,0,5,4,2,0,1
315,2812,0,268,12,7,46,0,0,2,1,1,2,0,1,0,0,1,3,5,3,3,1,0
316,2819,1,101,10,2,18,0,1,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
317,2828,1,238,8,4,28,1,0,0,0,1,1,0,0,1,1,0,3,5,3,3,0,1
318,2829,1,305,14,8,56,0,1,4,2,0,0,1,0,0,0,0,1,5,4,3,0,1
319,2830,0,269,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
320,2846,1,240,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
321,2847,1,218,24,2,30,1,0,1,0,0,0,0,0,0,0,0,0,5,4,2,0,1
322,2851,0,155,30,6,44,1,0,3,0,0,0,2,0,0,0,1,2,4,4,3,1,0
323,2859,0,285,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
324,2873,1,317,14,9,64,1,3,1,2,0,1,1,0,0,0,0,2,5,4,3,0,1
325,2875,0,361,16,11,80,2,1,6,0,2,0,0,0,0,0,0,0,5,4,3,0,1
326,2889,1,370,10,8,50,2,0,2,0,0,1,1,0,0,0,0,2,5,3,3,0,1
327,2891,0,339,8,7,46,1,1,0,2,1,1,0,0,0,0,0,1,5,3,3,0,1
328,2901,0,48,10,1,10,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,1,0
329,2904,0,169,14,3,24,0,0,0,0,1,2,0,0,1,1,1,4,4,4,3,1,0
330,2907,1,75,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1
331,2924,0,133,16,3,26,0,1,0,1,1,0,0,0,0,0,0,0,4,4,3,0,1
332,2927,1,330,14,6,34,3,0,0,0,3,0,0,0,1,0,0,1,5,4,3,0,1
333,2934,0,102,8,5,26,1,1,1,1,0,0,0,0,0,0,0,0,4,3,3,0,1
334,2959,1,311,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
335,2974,1,316,16,3,30,0,0,2,0,0,0,1,0,0,0,0,1,5,4,3,0,1
336,2981,1,230,2,12,32,0,4,2,1,0,0,0,2,0,0,0,2,5,1,3,0,1
337,2990,1,246,34,2,40,0,0,0,0,0,0,2,0,0,0,0,2,5,4,2,0,1
338,2993,0,219,10,6,28,2,0,1,0,0,1,1,1,0,1,1,4,5,3,3,1,0
339,3008,1,127,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1
340,3012,1,256,16,4,36,2,0,0,1,0,1,0,0,0,0,0,1,5,4,3,0,1
341,3014,0,369,16,6,40,1,0,3,0,1,0,1,1,1,0,1,3,5,4,3,1,0
342,3016,1,269,32,1,32,0,1,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
343,3024,1,248,16,7,44,1,1,3,0,0,1,1,1,0,0,0,3,5,4,3,0,1
344,3030,1,293,18,9,42,2,0,1,1,2,1,2,0,0,0,0,3,5,4,3,0,1
345,3043,1,211,28,1,28,0,0,1,0,0,0,0,0,0,0,0,0,5,4,1,0,1
346,3047,1,82,16,3,26,0,1,0,0,0,1,1,0,0,0,0,2,3,4,3,0,1
347,3048,0,304,20,2,22,0,0,2,0,0,0,0,0,0,0,0,0,5,4,2,0,1
348,3054,1,177,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
349,3055,0,248,16,8,38,3,0,2,1,0,1,1,0,0,0,1,2,5,4,3,1,0
350,3057,1,86,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1
351,3058,1,149,16,2,18,1,0,0,0,0,0,1,0,0,0,0,1,4,4,2,0,1
352,3067,0,158,32,2,34,0,0,1,1,0,0,0,0,0,0,0,0,4,4,2,0,1
353,3069,1,212,32,2,38,0,0,2,0,0,0,0,1,0,0,0,1,5,4,2,0,1
354,3072,1,422,18,9,56,3,0,5,1,0,0,0,0,0,0,0,0,5,4,3,0,1
355,3073,1,277,14,2,20,1,0,1,0,0,0,0,1,0,0,0,1,5,4,2,0,1
356,3078,1,222,10,2,14,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
357,3093,0,177,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
358,3094,0,230,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,0
359,3099,0,248,34,7,52,4,0,0,1,1,1,0,0,0,0,0,1,5,4,3,0,1
360,3102,0,24,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1
361,3105,1,130,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1
362,3107,1,34,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1
363,3138,1,145,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1
364,3153,1,121,26,1,26,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1
365,3155,1,424,10,11,64,0,4,2,1,0,1,2,0,0,0,0,3,5,3,3,0,1
366,3159,1,233,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
367,3196,1,221,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
368,3231,1,287,6,9,38,1,1,2,0,0,1,2,0,0,0,0,3,5,2,3,0,1
369,3233,1,206,16,2,24,0,0,0,0,0,1,1,0,0,0,0,2,5,4,2,0,1
370,3241,0,148,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1
371,3244,1,345,6,5,20,0,0,2,0,1,0,0,0,0,0,0,0,5,2,3,0,1
372,3251,0,173,14,2,20,0,0,0,1,1,0,0,0,0,0,0,0,4,4,2,0,1
373,3256,1,240,16,11,76,5,1,1,2,1,1,0,0,0,0,0,1,5,4,3,0,1
374,3270,1,223,10,6,24,0,0,2,1,1,0,0,0,0,0,0,0,5,3,3,0,1
375,3293,0,74,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1
376,3308,1,246,10,8,32,3,0,0,1,1,1,0,0,0,0,0,1,5,3,3,0,1
377,3309,0,148,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,0,1
378,3329,1,54,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
379,3338,1,189,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1
380,3340,1,26,16,1,16,0,0,0,0,1,0,0,0,0,0,0,0,2,4,1,0,1
381,3367,1,99,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1
382,3369,0,249,14,8,40,1,1,3,0,0,1,2,1,0,0,0,4,5,4,3,0,1
383,3375,1,137,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,0,1
384,3377,0,221,2,8,20,1,0,0,2,0,1,0,0,0,0,0,1,5,1,3,0,1
385,3407,1,180,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1
386,3412,0,404,28,11,88,3,1,1,0,2,1,3,0,0,0,0,4,5,4,3,0,1
387,3471,1,329,12,2,14,0,0,1,0,0,0,0,0,0,0,0,0,5,3,2,0,1
388,3493,1,198,26,2,30,1,0,0,0,0,1,0,0,0,0,0,1,4,4,2,0,1
389,3504,1,252,14,1,14,0,0,0,1,0,0,0,0,0,0,0,0,5,4,1,0,1
390,3517,1,379,24,10,60,2,1,1,1,0,2,3,0,0,1,0,6,5,4,3,0,1
391,3526,1,300,16,2,18,1,0,0,0,0,1,0,0,0,0,0,1,5,4,2,0,1
392,3531,1,364,14,8,52,3,0,1,1,2,1,0,0,0,0,0,1,5,4,3,0,1
393,3533,1,253,6,12,38,7,0,1,1,0,0,2,0,0,0,0,2,5,2,3,0,1
394,3554,0,232,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
395,3566,1,128,16,2,20,1,0,0,1,0,0,0,0,0,0,0,0,4,4,2,0,1
396,3569,1,266,10,4,32,0,0,0,0,2,1,0,0,1,1,0,3,5,3,3,0,1
397,3590,1,106,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,0,1
398,3606,1,174,14,2,16,0,0,1,0,1,0,0,0,0,0,0,0,4,4,2,0,1
399,3609,1,243,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,1
400,3621,1,111,8,2,14,0,1,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
401,3625,1,288,16,5,32,1,2,1,0,0,1,0,0,0,0,0,1,5,4,3,0,1
402,3628,1,157,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1
403,3640,1,97,16,2,18,0,0,0,0,1,1,0,0,0,0,0,1,3,4,2,0,1
404,3656,1,168,16,2,24,1,0,1,0,0,0,0,1,0,0,0,1,4,4,2,0,1
405,3662,0,243,10,12,48,1,2,3,1,1,1,1,0,0,0,1,2,5,3,3,1,0
406,3665,1,152,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1
407,3669,1,47,2,3,10,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,1,0
408,3670,1,67,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
409,3672,1,320,6,3,18,0,1,0,0,0,0,1,0,0,0,0,1,5,2,3,0,1
410,3673,1,100,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0,3,4,1,0,1
411,3681,0,354,26,7,42,1,2,2,0,0,0,2,1,0,0,0,3,5,4,3,0,1
412,3684,1,144,6,8,38,0,0,2,1,1,1,1,1,1,1,0,5,4,2,3,0,1
413,3689,1,268,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
414,3693,1,40,10,2,16,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,0,1
415,3695,1,65,16,1,16,0,0,0,0,0,0,1,0,0,0,0,1,3,4,1,0,1
416,3701,1,307,16,2,24,1,1,0,0,0,0,0,0,0,0,0,0,5,4,2,0,1
417,3706,1,261,22,2,30,0,0,1,0,0,0,1,0,0,0,0,1,5,4,2,0,1
418,3708,1,273,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
419,3710,0,163,6,2,14,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1
420,3716,1,235,12,7,52,1,0,3,0,0,2,0,0,0,0,0,2,5,3,3,0,1
421,3736,1,57,18,2,24,1,0,0,0,0,0,1,0,0,0,0,1,3,4,2,0,1
422,3739,1,43,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,0
423,3742,1,289,4,6,28,0,0,2,0,0,0,0,1,0,0,1,1,5,2,3,1,0
424,3746,1,222,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,1
425,3747,1,94,8,3,26,0,0,0,0,0,0,1,0,0,0,0,1,3,3,3,0,1
426,3759,0,226,14,2,22,0,0,0,0,1,0,0,0,0,0,0,0,5,4,2,0,1
427,3771,1,217,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,1
428,3779,1,193,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
429,3817,1,377,6,12,34,3,1,0,0,0,2,2,0,0,0,1,4,5,2,3,1,0
430,3819,1,294,16,3,22,1,1,0,0,0,0,1,0,0,0,0,1,5,4,3,0,1
431,3825,1,28,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1
432,3866,0,142,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
433,3871,1,257,16,2,24,1,1,0,0,0,0,0,0,0,0,0,0,5,4,2,0,1
434,3873,1,132,28,2,30,0,0,0,1,0,0,1,0,0,0,0,1,4,4,2,0,1
435,3882,1,223,4,7,22,1,0,2,1,0,1,1,1,0,0,0,3,5,2,3,0,1
436,3887,1,419,10,11,70,3,0,2,0,2,1,2,0,0,0,0,3,5,3,3,0,1
437,3913,1,176,20,1,20,0,1,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1
438,3915,0,83,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1
439,3927,1,366,10,12,70,3,0,2,1,0,1,2,0,0,0,0,3,5,3,3,0,1
440,3943,1,198,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
441,3945,1,90,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,3,4,1,0,1
442,3966,1,122,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1
443,3984,1,356,12,4,26,0,1,2,0,0,0,0,0,0,0,0,0,5,3,3,0,1
444,3989,1,203,16,2,24,1,0,1,0,0,0,0,1,0,0,0,1,5,4,2,0,1
445,3998,1,33,12,2,14,0,1,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1
446,4003,1,139,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
447,4004,1,201,14,7,54,1,0,5,0,0,1,0,0,0,0,0,1,5,4,3,0,1
448,4014,1,284,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
449,4027,1,227,12,6,36,1,0,1,0,1,1,1,0,0,0,0,2,5,3,3,0,1
450,4048,1,244,30,9,52,1,3,1,2,1,0,1,0,0,0,0,1,5,4,3,0,1
451,4049,1,59,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
452,4050,1,228,24,12,58,6,0,3,0,0,1,2,1,0,0,0,4,5,4,3,0,1
453,4061,1,62,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
454,4073,1,76,22,1,22,0,0,0,1,0,0,0,0,0,0,0,0,3,4,1,0,1
455,4083,1,312,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
456,4105,1,149,2,5,26,0,1,0,0,0,2,0,0,0,1,1,3,4,1,3,1,0
457,4114,0,193,16,5,34,0,0,1,0,2,1,1,0,0,0,0,2,4,4,3,0,1
458,4117,1,56,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,3,4,1,0,1
459,4131,0,195,16,2,20,0,0,1,0,1,0,0,0,0,0,0,0,4,4,2,0,1
460,4133,1,186,24,1,24,0,0,0,1,0,0,0,0,0,0,0,0,4,4,1,0,1
461,4137,0,153,36,2,42,0,1,1,0,0,0,0,0,0,0,0,0,4,4,2,0,1
462,4153,1,362,18,12,78,2,1,4,3,1,0,1,1,0,0,0,2,5,4,3,0,1
463,4160,1,198,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1
464,4173,1,128,18,2,24,0,0,1,0,0,1,0,0,0,0,0,1,4,4,2,0,1
465,4182,0,270,4,2,6,0,0,0,0,0,0,0,0,0,0,1,0,5,2,2,1,0
466,4188,1,350,14,5,28,3,0,0,1,0,0,1,0,0,0,0,1,5,4,3,0,1
467,4194,0,286,36,1,36,0,0,0,0,0,0,1,0,0,0,0,1,5,4,1,0,1
468,4209,0,71,20,2,24,0,0,0,0,0,0,2,0,0,0,0,2,3,4,2,0,1
469,4231,1,241,6,2,14,0,0,0,0,1,0,0,0,0,0,0,0,5,2,2,0,1
470,4248,0,190,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
471,4253,1,77,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
472,4260,1,68,16,2,22,0,0,0,0,1,1,0,0,0,0,0,1,3,4,2,0,1
473,4288,1,317,12,9,38,1,1,2,1,1,1,1,0,0,0,0,2,5,3,3,0,1
474,4294,1,422,14,9,38,1,0,3,1,1,1,2,0,0,0,0,3,5,4,3,0,1
475,4321,1,96,22,5,44,0,1,3,0,0,1,0,1,0,0,0,2,3,4,3,0,1
476,4338,0,170,24,2,30,0,0,2,0,0,0,0,1,0,0,0,1,4,4,2,0,1
477,4345,1,263,14,7,42,1,1,2,0,1,0,1,1,1,0,0,3,5,4,3,0,1
478,4360,0,254,26,1,26,0,0,1,0,0,0,0,0,0,0,0,0,5,4,1,0,1
479,4367,0,262,6,5,24,0,0,1,0,0,0,1,0,0,0,0,1,5,2,3,0,1
480,4378,1,168,20,7,36,0,2,3,0,0,1,1,0,0,0,0,2,4,4,3,0,1
481,4380,0,37,16,2,20,1,0,0,0,1,0,0,0,0,0,0,0,2,4,2,0,1
482,4381,0,184,20,6,44,1,2,0,3,0,0,0,0,0,0,0,0,4,4,3,0,1
483,4382,1,228,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
484,4386,1,47,10,2,14,0,0,0,1,0,0,0,0,0,0,0,0,2,3,2,0,1
485,4387,1,195,12,2,16,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,0,1
486,4398,1,294,12,12,70,2,3,2,0,1,1,2,1,0,0,1,4,5,3,3,1,0
487,4409,1,135,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1
488,4421,0,248,6,2,10,0,0,0,0,0,0,0,0,0,0,1,0,5,2,2,1,0
489,4436,1,109,10,2,16,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,0,1
490,4443,1,274,22,1,22,0,0,0,0,1,0,0,0,0,0,0,0,5,4,1,0,1
491,4454,1,234,2,5,16,1,0,0,0,0,0,0,0,0,0,1,0,5,1,3,1,0
492,4469,1,105,12,7,26,3,0,2,1,0,0,0,0,0,0,0,0,4,3,3,0,1
493,4490,1,372,20,8,66,2,0,3,1,1,0,1,1,1,0,0,3,5,4,3,0,1
494,4504,1,49,16,2,20,1,0,1,0,0,0,0,0,0,0,0,0,2,4,2,0,1
495,4506,1,139,20,7,44,2,0,1,1,2,1,0,0,0,0,0,1,4,4,3,0,1
496,4508,1,55,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
497,4511,1,117,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1
498,4547,1,140,14,2,20,0,1,1,0,0,0,0,0,0,0,0,0,4,4,2,0,1
499,4549,0,68,12,4,26,0,1,0,2,0,0,0,0,0,0,0,0,3,3,3,0,1
500,4553,1,102,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1
501,4558,1,55,14,2,18,0,0,1,1,0,0,0,0,0,0,0,0,3,4,2,0,1
502,4564,1,281,14,8,58,2,1,0,2,0,1,2,0,0,0,0,3,5,4,3,0,1
503,4567,1,293,2,9,26,0,1,0,2,0,1,1,0,0,0,0,2,5,1,3,0,1
504,4574,1,330,16,5,42,0,0,1,0,0,2,2,0,0,0,1,4,5,4,3,1,0
505,4580,1,179,4,3,22,1,0,0,0,1,0,0,0,0,0,0,0,4,2,3,0,1
506,4584,1,357,8,5,36,1,0,3,0,0,0,0,0,0,0,0,0,5,3,3,0,1
507,4590,1,239,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1
508,4596,1,231,26,1,26,0,0,1,0,0,0,0,0,0,0,0,0,5,4,1,0,1
509,4613,1,75,12,2,16,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,0,1
510,4629,1,290,34,1,34,0,0,1,0,0,0,0,0,0,0,0,0,5,4,1,0,1
511,4653,0,258,28,7,60,0,1,1,1,0,1,3,1,0,1,1,6,5,4,3,1,0
512,4659,0,224,28,12,74,0,2,3,2,1,2,2,0,0,0,0,4,5,4,3,0,1
513,4680,1,187,14,8,38,2,1,1,1,1,1,1,0,0,0,0,2,4,4,3,0,1
514,4683,1,199,14,2,16,0,0,1,0,0,0,0,0,0,0,0,0,4,4,2,0,1
515,4699,1,131,18,7,46,0,0,3,1,1,0,2,0,0,0,0,2,4,4,3,0,1
516,4722,1,175,30,2,32,1,0,1,0,0,0,0,0,0,0,0,0,4,4,2,0,1
517,4725,0,189,16,2,24,0,0,1,1,0,0,0,0,0,0,0,0,4,4,2,0,1
518,4728,1,267,2,4,20,0,0,1,0,0,0,0,0,0,0,1,0,5,1,3,1,0
519,4740,0,307,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
520,4748,1,187,2,8,44,3,1,2,1,0,0,0,1,0,0,0,1,4,1,3,0,1
521,4752,1,80,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1
522,4755,0,78,32,2,34,0,0,0,0,0,0,2,0,0,0,0,2,3,4,2,0,1
523,4756,1,291,32,1,32,0,0,0,0,0,0,1,0,0,0,0,1,5,4,1,0,1
524,4762,1,300,20,7,40,0,1,2,0,1,2,1,0,0,0,0,3,5,4,3,0,1
525,4767,1,320,16,2,20,0,0,1,0,0,1,0,0,0,0,0,1,5,4,2,0,1
526,4773,1,157,8,2,14,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,0,1
527,4777,0,305,14,5,28,0,0,4,0,0,0,1,0,0,0,0,1,5,4,3,0,1
528,4780,1,421,6,11,68,2,1,1,1,2,1,2,0,0,0,0,3,5,2,3,0,1
529,4796,1,372,30,11,60,4,1,3,1,1,1,0,1,1,1,0,4,5,4,3,0,1
530,4801,1,17,14,1,14,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,1
531,4808,1,109,10,6,30,0,1,1,1,0,0,2,0,0,0,0,2,4,3,3,0,1
532,4818,1,221,22,2,24,1,0,0,0,0,0,1,0,0,0,0,1,5,4,2,0,1
533,4820,0,444,16,10,38,3,2,3,0,1,0,1,0,0,0,0,1,5,4,3,0,1
534,4821,1,423,4,9,56,2,0,2,1,1,0,0,0,0,0,0,0,5,2,3,0,1
535,4829,1,228,8,10,46,1,0,3,2,0,0,1,2,0,0,0,3,5,3,3,0,1
536,4840,1,285,14,2,16,0,0,0,1,1,0,0,0,0,0,0,0,5,4,2,0,1
537,4859,1,244,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
538,4866,1,216,22,1,22,0,0,0,0,0,1,0,0,0,0,0,1,5,4,1,0,1
539,4873,1,202,4,9,48,2,0,1,2,0,1,2,0,0,0,0,3,5,2,3,0,1
540,4907,1,56,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1
541,4910,1,291,10,2,18,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
542,4919,1,262,12,11,78,0,0,4,1,1,2,2,0,0,0,0,4,5,3,3,0,1
543,4939,1,228,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
544,4940,1,200,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
545,4983,1,263,20,12,80,4,1,3,2,0,2,0,0,0,0,0,2,5,4,3,0,1
546,4986,1,222,14,3,24,0,2,1,0,0,0,0,1,0,0,0,1,5,4,3,0,1
547,5010,1,157,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
548,5015,1,362,14,11,62,2,0,5,3,0,1,0,0,0,0,0,1,5,4,3,0,1
549,5020,1,186,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1
550,5025,1,357,18,10,56,4,1,0,1,1,0,3,0,0,0,0,3,5,4,3,0,1
551,5030,1,211,4,6,18,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,0,1
552,5035,1,150,6,5,28,0,0,2,1,0,0,0,0,0,0,1,0,4,2,3,1,0
553,5037,1,281,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
554,5041,0,218,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,1
555,5047,1,106,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1
556,5049,1,217,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
557,5050,0,262,28,2,30,0,0,0,0,0,0,2,0,0,0,0,2,5,4,2,0,1
558,5070,1,332,2,9,26,3,0,1,1,0,0,0,1,0,0,0,1,5,1,3,0,1
559,5076,1,281,36,11,92,3,0,2,1,1,1,3,0,0,0,0,4,5,4,3,0,1
560,5077,1,239,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
561,5083,1,224,32,1,32,0,0,0,1,0,0,0,0,0,0,0,0,5,4,1,0,1
562,5090,1,392,8,12,60,1,2,2,0,1,0,3,1,1,0,0,5,5,3,3,0,1
563,5100,1,188,22,5,48,1,0,1,1,1,0,1,0,0,0,0,1,4,4,3,0,1
564,5112,1,338,26,5,40,0,0,2,0,1,1,1,1,1,1,0,5,5,4,3,0,1
565,5115,1,394,14,8,48,3,1,1,0,1,1,1,0,0,0,0,2,5,4,3,0,1
566,5119,1,47,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1
