high_bid,seller_feedback,category,subcategory,brand
14,178,Sports,Golf,Titleist_Golfballs
32.26,30,Sports,Golf,Titleist_Golfballs
24.5,13,Sports,Golf,Titleist_Golfballs
24.5,13,Sports,Golf,Titleist_Golfballs
28,121,Sports,Golf,Titleist_Golfballs
14.5,2706,Sports,Golf,Titleist_Golfballs
26,53,Sports,Golf,Titleist_Golfballs
13.5,2743,Sports,Golf,Titleist_Golfballs
5.5,207,Sports,Golf,Titleist_Golfballs
12.5,3155,Sports,Golf,Titleist_Golfballs
15,3155,Sports,Golf,Titleist_Golfballs
25,57,Sports,Golf,Titleist_Golfballs
10.5,1490,Sports,Golf,Titleist_Golfballs
12,3155,Sports,Golf,Titleist_Golfballs
10.51,1500,Sports,Golf,Titleist_Golfballs
10.5,1524,Sports,Golf,Titleist_Golfballs
162.5,1,Sports,Golf,Titleist_Golfballs
23,13,Sports,Golf,Titleist_Golfballs
36,13,Sports,Golf,Titleist_Golfballs
20,818,Sports,Golf,Titleist_Golfballs
30,818,Sports,Golf,Titleist_Golfballs
52,818,Sports,Golf,Titleist_Golfballs
39,144,Sports,Golf,Titleist_Golfballs
23,13,Sports,Golf,Titleist_Golfballs
43,135,Sports,Golf,Titleist_Golfballs
365,16,Sports,Golf,Titleist_Golfballs
8.88,1490,Sports,Golf,Titleist_Golfballs
10.01,1516,Sports,Golf,Titleist_Golfballs
8.51,1525,Sports,Golf,Titleist_Golfballs
295.02,332,Sports,Golf,Titleist_Golfballs
36,1102,Sports,Golf,Titleist_Golfballs
31,1102,Sports,Golf,Titleist_Golfballs
31.76,172,Sports,Golf,Titleist_Golfballs
143.5,4610,Consumer Electronics,Telescopes,Celestron_Telescope
10.5,1490,Sports,Golf,Titleist_Golfballs
10.5,1516,Sports,Golf,Titleist_Golfballs
8.33,1525,Sports,Golf,Titleist_Golfballs
1226,7,Consumer Electronics,Telescopes,Celestron_Telescope
26,13,Sports,Golf,Titleist_Golfballs
250,452,Consumer Electronics,Telescopes,Celestron_Telescope
45,15,Sports,Golf,Titleist_Golfballs
41,15,Sports,Golf,Titleist_Golfballs
46,253,Sports,Golf,Titleist_Golfballs
27,13,Sports,Golf,Titleist_Golfballs
28,253,Sports,Golf,Titleist_Golfballs
12,67,Sports,Golf,Titleist_Golfballs
11,214,Sports,Golf,Titleist_Golfballs
17.45,2208,Sports,Golf,Titleist_Golfballs
31.33,2208,Sports,Golf,Titleist_Golfballs
9.75,301,Sports,Golf,Titleist_Golfballs
17.04,2208,Sports,Golf,Titleist_Golfballs
11,301,Sports,Golf,Titleist_Golfballs
39,22,Sports,Golf,Titleist_Golfballs
35.5,36,Sports,Golf,Titleist_Golfballs
127.5,14,Sports,Golf,Titleist_Golfballs
26,36,Sports,Golf,Titleist_Golfballs
26.01,18,Sports,Golf,Titleist_Golfballs
138.5,0,Sports,Golf,Titleist_Golfballs
33.5,36,Sports,Golf,Titleist_Golfballs
23.55,3,Sports,Golf,Titleist_Golfballs
56.02,9,Sports,Golf,Titleist_Golfballs
49,10,Sports,Golf,Titleist_Golfballs
11.5,36,Sports,Golf,Titleist_Golfballs
5.55,1525,Sports,Golf,Titleist_Golfballs
9.01,1516,Sports,Golf,Titleist_Golfballs
10.5,1490,Sports,Golf,Titleist_Golfballs
12,35,Sports,Golf,Titleist_Golfballs
6.52,35,Sports,Golf,Titleist_Golfballs
11.05,48,Sports,Golf,Titleist_Golfballs
12.06,48,Sports,Golf,Titleist_Golfballs
14.07,48,Sports,Golf,Titleist_Golfballs
14.58,48,Sports,Golf,Titleist_Golfballs
34.95,2,Sports,Golf,Titleist_Golfballs
140.5,14,Sports,Golf,Titleist_Golfballs
41,9,Sports,Golf,Titleist_Golfballs
22.5,527,Sports,Golf,Titleist_Golfballs
38,527,Sports,Golf,Titleist_Golfballs
46,527,Sports,Golf,Titleist_Golfballs
43,527,Sports,Golf,Titleist_Golfballs
46.5,807,Sports,Golf,Titleist_Golfballs
10.99,27,Sports,Golf,Titleist_Golfballs
11.49,2743,Sports,Golf,Titleist_Golfballs
31,14,Sports,Golf,Titleist_Golfballs
31,14,Sports,Golf,Titleist_Golfballs
49.66,57,Sports,Golf,Titleist_Golfballs
15.5,3157,Sports,Golf,Titleist_Golfballs
56,102,Sports,Golf,Titleist_Golfballs
15.5,506,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
12.49,187,Sports,Golf,Titleist_Golfballs
15,187,Sports,Golf,Titleist_Golfballs
10.49,187,Sports,Golf,Titleist_Golfballs
25,187,Sports,Golf,Titleist_Golfballs
12.5,187,Sports,Golf,Titleist_Golfballs
112.5,8,Sports,Golf,Titleist_Golfballs
103.5,8,Sports,Golf,Titleist_Golfballs
33,22,Sports,Golf,Titleist_Golfballs
25,67,Sports,Golf,Titleist_Golfballs
11,807,Sports,Golf,Titleist_Golfballs
39,14,Sports,Golf,Titleist_Golfballs
41,1218,Sports,Golf,Titleist_Golfballs
32,14,Sports,Golf,Titleist_Golfballs
103.5,17,Sports,Golf,Titleist_Golfballs
85.31,593,Sports,Golf,Titleist_Golfballs
93.55,17,Sports,Golf,Titleist_Golfballs
102.5,17,Sports,Golf,Titleist_Golfballs
11.99,2,Sports,Golf,Titleist_Golfballs
45.05,593,Sports,Golf,Titleist_Golfballs
195,30,Sports,Golf,Titleist_Golfballs
15.25,2,Sports,Golf,Titleist_Golfballs
96.05,593,Sports,Golf,Titleist_Golfballs
24.45,1102,Sports,Golf,Titleist_Golfballs
26.45,1102,Sports,Golf,Titleist_Golfballs
21,48,Sports,Golf,Titleist_Golfballs
70,1102,Sports,Golf,Titleist_Golfballs
7.49,119,Sports,Golf,Titleist_Golfballs
7.49,119,Sports,Golf,Titleist_Golfballs
26,14,Sports,Golf,Titleist_Golfballs
10.6,1524,Sports,Golf,Titleist_Golfballs
10.51,1490,Sports,Golf,Titleist_Golfballs
20.51,14,Sports,Golf,Titleist_Golfballs
37,25,Sports,Golf,Titleist_Golfballs
29,16,Sports,Golf,Titleist_Golfballs
16.45,2214,Sports,Golf,Titleist_Golfballs
34,16,Sports,Golf,Titleist_Golfballs
38.25,2214,Sports,Golf,Titleist_Golfballs
12.2,2214,Sports,Golf,Titleist_Golfballs
132.5,31,Sports,Golf,Titleist_Golfballs
167.5,31,Sports,Golf,Titleist_Golfballs
160.5,14,Sports,Golf,Titleist_Golfballs
202.51,117,Sports,Golf,Titleist_Golfballs
19.5,78,Sports,Golf,Titleist_Golfballs
15.5,78,Sports,Golf,Titleist_Golfballs
29,78,Sports,Golf,Titleist_Golfballs
26,78,Sports,Golf,Titleist_Golfballs
41,78,Sports,Golf,Titleist_Golfballs
9.5,1524,Sports,Golf,Titleist_Golfballs
12.09,1500,Sports,Golf,Titleist_Golfballs
52,8,Sports,Golf,Titleist_Golfballs
51,10,Sports,Golf,Titleist_Golfballs
12.5,31,Sports,Golf,Titleist_Golfballs
20.5,14,Sports,Golf,Titleist_Golfballs
465,26,Sports,Golf,Titleist_Golfballs
30.75,120,Sports,Golf,Titleist_Golfballs
13,71,Sports,Golf,Titleist_Golfballs
13.5,71,Sports,Golf,Titleist_Golfballs
13.5,71,Sports,Golf,Titleist_Golfballs
83.05,611,Sports,Golf,Titleist_Golfballs
43,611,Sports,Golf,Titleist_Golfballs
27.5,611,Sports,Golf,Titleist_Golfballs
88.05,611,Sports,Golf,Titleist_Golfballs
51.01,62,Sports,Golf,Titleist_Golfballs
50,6,Sports,Golf,Titleist_Golfballs
150,355,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
39.01,1115,Sports,Golf,Titleist_Golfballs
31,1115,Sports,Golf,Titleist_Golfballs
43,1115,Sports,Golf,Titleist_Golfballs
290.01,0,Sports,Golf,Titleist_Golfballs
15.5,119,Sports,Golf,Titleist_Golfballs
78,611,Sports,Golf,Titleist_Golfballs
78,611,Sports,Golf,Titleist_Golfballs
18.8,2214,Sports,Golf,Titleist_Golfballs
36.51,24,Sports,Golf,Titleist_Golfballs
37,24,Sports,Golf,Titleist_Golfballs
27,1085,Sports,Golf,Titleist_Golfballs
16.51,1085,Sports,Golf,Titleist_Golfballs
25.55,1085,Sports,Golf,Titleist_Golfballs
31.21,1085,Sports,Golf,Titleist_Golfballs
22.5,1085,Sports,Golf,Titleist_Golfballs
12.5,1085,Sports,Golf,Titleist_Golfballs
18,1085,Sports,Golf,Titleist_Golfballs
71,1085,Sports,Golf,Titleist_Golfballs
18.5,38,Sports,Golf,Titleist_Golfballs
95,3,Sports,Golf,Titleist_Golfballs
9.5,1516,Sports,Golf,Titleist_Golfballs
9.5,1526,Sports,Golf,Titleist_Golfballs
20.45,206,Sports,Golf,Titleist_Golfballs
13,71,Sports,Golf,Titleist_Golfballs
13,71,Sports,Golf,Titleist_Golfballs
41,416,Sports,Golf,Titleist_Golfballs
35.99,416,Sports,Golf,Titleist_Golfballs
95,1,Sports,Golf,Titleist_Golfballs
51.05,1227,Sports,Golf,Titleist_Golfballs
26,11,Sports,Golf,Titleist_Golfballs
76,611,Sports,Golf,Titleist_Golfballs
37,611,Sports,Golf,Titleist_Golfballs
74,611,Sports,Golf,Titleist_Golfballs
51,4,Sports,Golf,Titleist_Golfballs
34,24,Sports,Golf,Titleist_Golfballs
11.5,4,Sports,Golf,Titleist_Golfballs
8.5,4,Sports,Golf,Titleist_Golfballs
8,6,Sports,Golf,Titleist_Golfballs
16.5,16,Sports,Golf,Titleist_Golfballs
112.5,768,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
35,30,Sports,Golf,Titleist_Golfballs
12.5,16,Sports,Golf,Titleist_Golfballs
78,616,Sports,Golf,Titleist_Golfballs
29.01,30,Sports,Golf,Titleist_Golfballs
161.58,616,Sports,Golf,Titleist_Golfballs
81,616,Sports,Golf,Titleist_Golfballs
35,30,Sports,Golf,Titleist_Golfballs
35,30,Sports,Golf,Titleist_Golfballs
35,30,Sports,Golf,Titleist_Golfballs
112,0,Consumer Electronics,Telescopes,Celestron_Telescope
104.5,151,Sports,Golf,Titleist_Golfballs
44.99,26,Sports,Golf,Titleist_Golfballs
32.01,151,Sports,Golf,Titleist_Golfballs
29.29,419,Sports,Golf,Titleist_Golfballs
26,419,Sports,Golf,Titleist_Golfballs
18.5,61,Sports,Golf,Titleist_Golfballs
14,2743,Sports,Golf,Titleist_Golfballs
52,4,Sports,Golf,Titleist_Golfballs
14.5,3156,Sports,Golf,Titleist_Golfballs
68,616,Sports,Golf,Titleist_Golfballs
16.5,3156,Sports,Golf,Titleist_Golfballs
71,616,Sports,Golf,Titleist_Golfballs
147.5,8,Sports,Golf,Titleist_Golfballs
138.01,525,Sports,Golf,Titleist_Golfballs
31,31,Sports,Golf,Titleist_Golfballs
31,31,Sports,Golf,Titleist_Golfballs
76,616,Sports,Golf,Titleist_Golfballs
78,616,Sports,Golf,Titleist_Golfballs
200.5,80,Consumer Electronics,Telescopes,Celestron_Telescope
31,31,Sports,Golf,Titleist_Golfballs
32,40,Sports,Golf,Titleist_Golfballs
100,47,Sports,Golf,Titleist_Golfballs
20.49,661,Sports,Golf,Titleist_Golfballs
30.89,31,Sports,Golf,Titleist_Golfballs
31,661,Sports,Golf,Titleist_Golfballs
20.5,661,Sports,Golf,Titleist_Golfballs
31,661,Sports,Golf,Titleist_Golfballs
98.5,159,Sports,Golf,Titleist_Golfballs
53.02,51,Sports,Golf,Titleist_Golfballs
14.5,51,Sports,Golf,Titleist_Golfballs
51,51,Sports,Golf,Titleist_Golfballs
17,51,Sports,Golf,Titleist_Golfballs
19.01,30,Sports,Golf,Titleist_Golfballs
28,19,Sports,Golf,Titleist_Golfballs
75,247,Sports,Golf,Titleist_Golfballs
18,151,Sports,Golf,Titleist_Golfballs
24,212,Sports,Golf,Titleist_Golfballs
17.52,325,Sports,Golf,Titleist_Golfballs
10.99,1404,Sports,Golf,Titleist_Golfballs
20,73,Sports,Golf,Titleist_Golfballs
30,151,Sports,Golf,Titleist_Golfballs
9.5,1527,Sports,Golf,Titleist_Golfballs
76,579,Consumer Electronics,Telescopes,Celestron_Telescope
150,2412,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
500,142,Consumer Electronics,Telescopes,Celestron_Telescope
17.25,1316,Health & Beauty,Hair Care,Hair_Dryer
15.5,4084,Health & Beauty,Hair Care,Hair_Dryer
13.49,4084,Health & Beauty,Hair Care,Hair_Dryer
75.01,805,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
15.5,365,Health & Beauty,Hair Care,Hair_Dryer
210,378,Consumer Electronics,Telescopes,Celestron_Telescope
29,1005,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
15.75,231,Health & Beauty,Hair Care,Hair_Dryer
17.61,4226,Health & Beauty,Hair Care,Hair_Dryer
182.45,415,Consumer Electronics,Telescopes,Celestron_Telescope
24.99,583,Health & Beauty,Hair Care,Hair_Dryer
6.5,296,Health & Beauty,Hair Care,Hair_Dryer
1425,33,Consumer Electronics,Telescopes,Celestron_Telescope
16.13,58,Health & Beauty,Hair Care,Hair_Dryer
172.5,27,Consumer Electronics,Telescopes,Celestron_Telescope
450,9,Consumer Electronics,Telescopes,Celestron_Telescope
325,89,Consumer Electronics,Telescopes,Celestron_Telescope
182.5,66,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
238.5,99,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
122.5,180,Consumer Electronics,Telescopes,Celestron_Telescope
112.5,245,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
142.49,1325,Consumer Electronics,Telescopes,Celestron_Telescope
133.33,1334,Consumer Electronics,Telescopes,Celestron_Telescope
41,4503,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
35.98,1082,Consumer Electronics,Telescopes,Celestron_Telescope
1200,26,Consumer Electronics,Telescopes,Celestron_Telescope
31,2647,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
64,128,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
355,295,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
610,59,Consumer Electronics,Telescopes,Celestron_Telescope
25.11,499,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
66,90,Consumer Electronics,Telescopes,Celestron_Telescope
305,53,Consumer Electronics,Telescopes,Celestron_Telescope
65.65,658,Consumer Electronics,Telescopes,Celestron_Telescope
167.5,228,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
212.5,1,Consumer Electronics,Telescopes,Celestron_Telescope
183.5,630,Consumer Electronics,Telescopes,Celestron_Telescope
50,1374,Consumer Electronics,Telescopes,Celestron_Telescope
130.5,111,Consumer Electronics,Telescopes,Celestron_Telescope
63,48,Consumer Electronics,Telescopes,Celestron_Telescope
26.01,1100,Consumer Electronics,Telescopes,Celestron_Telescope
600,30,Consumer Electronics,Telescopes,Celestron_Telescope
660,2686,Consumer Electronics,Telescopes,Celestron_Telescope
56,1556,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
40,1583,Clothing shoes & accessories,Neck ties,Zegna_Tie
133.5,38,Consumer Electronics,Telescopes,Celestron_Telescope
187.5,98,Consumer Electronics,Telescopes,Celestron_Telescope
117.5,27,Consumer Electronics,Telescopes,Celestron_Telescope
162.5,375,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
407,191,Consumer Electronics,Telescopes,Celestron_Telescope
41,1592,Clothing shoes & accessories,Neck ties,Zegna_Tie
430,209,Consumer Electronics,Telescopes,Celestron_Telescope
335.01,60,Consumer Electronics,Telescopes,Celestron_Telescope
41,1592,Clothing shoes & accessories,Neck ties,Zegna_Tie
45,1592,Clothing shoes & accessories,Neck ties,Zegna_Tie
44.87,1592,Clothing shoes & accessories,Neck ties,Zegna_Tie
45.87,1592,Clothing shoes & accessories,Neck ties,Zegna_Tie
51,1592,Clothing shoes & accessories,Neck ties,Zegna_Tie
202.5,393,Consumer Electronics,Telescopes,Celestron_Telescope
85,154,Consumer Electronics,Telescopes,Celestron_Telescope
167.5,1976,Consumer Electronics,Telescopes,Celestron_Telescope
95.01,1422,Consumer Electronics,Telescopes,Celestron_Telescope
115,12,Consumer Electronics,Telescopes,Celestron_Telescope
425,34,Consumer Electronics,Telescopes,Celestron_Telescope
1200,34,Consumer Electronics,Telescopes,Celestron_Telescope
870,1,Consumer Electronics,Telescopes,Celestron_Telescope
257.5,443,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
112.5,2943,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
510,216,Consumer Electronics,Telescopes,Celestron_Telescope
198.5,30,Consumer Electronics,Telescopes,Celestron_Telescope
418,3,Consumer Electronics,Telescopes,Celestron_Telescope
144,162,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
103.5,156,Consumer Electronics,Telescopes,Celestron_Telescope
127.5,4,Consumer Electronics,Telescopes,Celestron_Telescope
66,1258,Computers,Computer Accessories,HP_Inkjet_Color_Printer
14.99,2070,Consumer Electronics,Calculators,Sharp_Calculator
11.49,533,Business & Industrial,Desktop accessories,Tape_Dispenser
8.74,129,Business & Industrial,Desktop accessories,Tape_Dispenser
14.1,911,Business & Industrial,Desktop accessories,Tape_Dispenser
13.5,988,Business & Industrial,Desktop accessories,Tape_Dispenser
7,2633,Business & Industrial,Desktop accessories,Tape_Dispenser
21.01,9172,Business & Industrial,Desktop accessories,Tape_Dispenser
16.5,322,Business & Industrial,Desktop accessories,Tape_Dispenser
9.5,511,Business & Industrial,Desktop accessories,Tape_Dispenser
8.71,3978,Business & Industrial,Desktop accessories,Tape_Dispenser
7,2633,Business & Industrial,Desktop accessories,Tape_Dispenser
20.5,8941,Business & Industrial,Desktop accessories,Tape_Dispenser
4.24,995,Business & Industrial,Desktop accessories,Tape_Dispenser
22.52,389,Business & Industrial,Desktop accessories,Tape_Dispenser
30,51,Luggage,Luggage bags,American_Tourister_Luggage
9,998,Business & Industrial,Desktop accessories,Tape_Dispenser
10.51,9212,Business & Industrial,Desktop accessories,Tape_Dispenser
42,9212,Business & Industrial,Desktop accessories,Tape_Dispenser
10.49,9519,Business & Industrial,Desktop accessories,Tape_Dispenser
3.25,12,Business & Industrial,Desktop accessories,Tape_Dispenser
3.5,1038,Business & Industrial,Desktop accessories,Tape_Dispenser
12.5,220,Business & Industrial,Desktop accessories,Tape_Dispenser
36.52,9265,Business & Industrial,Desktop accessories,Tape_Dispenser
10.5,9265,Business & Industrial,Desktop accessories,Tape_Dispenser
21.5,1316,Business & Industrial,Desktop accessories,Tape_Dispenser
15.5,654,Business & Industrial,Desktop accessories,Tape_Dispenser
56,1042,Luggage,Luggage bags,American_Tourister_Luggage
3.25,419,Business & Industrial,Desktop accessories,Tape_Dispenser
22.51,2061,Business & Industrial,Desktop accessories,Tape_Dispenser
31,9320,Business & Industrial,Desktop accessories,Tape_Dispenser
20.5,616,Business & Industrial,Desktop accessories,Tape_Dispenser
15.5,9699,Business & Industrial,Desktop accessories,Tape_Dispenser
44.85,90,Business & Industrial,Desktop accessories,Tape_Dispenser
15.5,1250,Business & Industrial,Desktop accessories,Tape_Dispenser
27.97,1178,Business & Industrial,Desktop accessories,Tape_Dispenser
7.5,6,Business & Industrial,Desktop accessories,Tape_Dispenser
12.5,9894,Business & Industrial,Desktop accessories,Tape_Dispenser
20.49,1271,Business & Industrial,Desktop accessories,Tape_Dispenser
7.5,124,Business & Industrial,Desktop accessories,Tape_Dispenser
11,246,Business & Industrial,Desktop accessories,Tape_Dispenser
10.51,9895,Business & Industrial,Desktop accessories,Tape_Dispenser
9.5,122,Business & Industrial,Desktop accessories,Tape_Dispenser
9.27,504,Business & Industrial,Desktop accessories,Tape_Dispenser
11.02,190,Collectibles,Premium Pens,Cross_Pen
18,136,Collectibles,Premium Pens,Cross_Pen
11.5,1575,Collectibles,Premium Pens,Cross_Pen
16,136,Collectibles,Premium Pens,Cross_Pen
16,136,Collectibles,Premium Pens,Cross_Pen
130,273,Sports,Golf,Callaway_Golfbag
85.5,1324,Sports,Golf,Callaway_Golfbag
92,1324,Sports,Golf,Callaway_Golfbag
6.75,1195,Collectibles,Premium Pens,Cross_Pen
17.51,2455,Collectibles,Premium Pens,Cross_Pen
16.5,2384,Collectibles,Premium Pens,Cross_Pen
172.5,287,Sports,Golf,Ping_Golfbag
202.5,93,Collectibles,Premium Pens,Waterman_Pen
21,136,Collectibles,Premium Pens,Cross_Pen
200.01,47,Consumer Electronics,Telescopes,Celestron_Telescope
96,23,Sports,Golf,Ping_Golfbag
42,503,Sports,Golf,Callaway_Golfballs
74.05,155,Sports,Golf,Callaway_Golfballs
35.77,43,Collectibles,Premium Pens,Cross_Pen
26,12,Sports,Golf,Callaway_Golfballs
31,719,Sports,Golf,Ping_Golfbag
88.5,992,Sports,Golf,Callaway_Golfballs
19,557,Sports,Golf,Callaway_Golfballs
19.5,557,Sports,Golf,Callaway_Golfballs
10.5,224,Collectibles,Premium Pens,Waterman_Pen
22.7,312,Collectibles,Premium Pens,Cross_Pen
54.52,12,Collectibles,Premium Pens,Cross_Pen
39.62,735,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
92.99,503,Sports,Golf,Callaway_Golfballs
14.5,66,Sports,Golf,Callaway_Golfballs
46,133,Sports,Golf,Titleist_Golfballs
26.52,54,Sports,Golf,Callaway_Golfballs
39.78,54,Sports,Golf,Callaway_Golfballs
39.01,54,Sports,Golf,Callaway_Golfballs
5.5,335,Collectibles,Premium Pens,Waterman_Pen
51,977,Sports,Golf,Ping_Golfbag
11.49,16,Sports,Golf,Callaway_Golfballs
61,719,Sports,Golf,Ping_Golfbag
20,2081,Collectibles,Premium Pens,Waterman_Pen
157.5,28,Sports,Golf,Callaway_Golfbag
21,2006,Sports,Golf,Callaway_Golfballs
20.5,2006,Sports,Golf,Callaway_Golfballs
89,29,Sports,Golf,Ping_Golfbag
15,894,Collectibles,Premium Pens,Cross_Pen
15.02,85,Sports,Golf,Callaway_Golfballs
100,568,Sports,Golf,Callaway_Golfbag
26,54,Sports,Golf,Callaway_Golfballs
82,183,Sports,Golf,Ping_Golfbag
54.99,133,Sports,Golf,Titleist_Golfballs
66.54,133,Sports,Golf,Titleist_Golfballs
17,69,Sports,Golf,Callaway_Golfballs
30.01,86,Sports,Golf,Callaway_Golfballs
96,1324,Sports,Golf,Callaway_Golfbag
94,1324,Sports,Golf,Callaway_Golfbag
17.27,241,Collectibles,Premium Pens,Cross_Pen
110,124,Sports,Golf,Callaway_Golfbag
6.05,2385,Collectibles,Premium Pens,Cross_Pen
17,2382,Collectibles,Premium Pens,Waterman_Pen
50,23,Sports,Golf,Ping_Golfbag
20.59,969,Collectibles,Premium Pens,Cross_Pen
28,132,Sports,Golf,Callaway_Golfballs
20,557,Sports,Golf,Callaway_Golfballs
15.01,557,Sports,Golf,Callaway_Golfballs
18.5,557,Sports,Golf,Callaway_Golfballs
31,103,Sports,Golf,Callaway_Golfballs
35,103,Sports,Golf,Callaway_Golfballs
46,103,Sports,Golf,Callaway_Golfballs
147.5,1631,Sports,Golf,Callaway_Golfbag
46,537,Collectibles,Premium Pens,Waterman_Pen
83.95,503,Sports,Golf,Callaway_Golfballs
29.5,49,Sports,Golf,Titleist_Golfballs
155,942,Sports,Golf,Callaway_Golfbag
95,942,Sports,Golf,Callaway_Golfbag
19.5,54,Sports,Golf,Callaway_Golfballs
29.5,49,Sports,Golf,Titleist_Golfballs
10.62,2081,Collectibles,Premium Pens,Waterman_Pen
39,1315,Collectibles,Premium Pens,Waterman_Pen
182.5,135,Sports,Golf,Callaway_Golfballs
15,874,Collectibles,Premium Pens,Waterman_Pen
40,147,Sports,Golf,Callaway_Golfbag
164,11,Sports,Golf,Ping_Golfbag
9.5,24,Collectibles,Premium Pens,Cross_Pen
41,53,Collectibles,Premium Pens,Waterman_Pen
62.99,1391,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
40.01,1160,Sports,Golf,Callaway_Golfballs
20.5,2006,Sports,Golf,Callaway_Golfballs
20.5,2006,Sports,Golf,Callaway_Golfballs
55,1423,Collectibles,Premium Pens,Waterman_Pen
8.5,1071,Collectibles,Premium Pens,Cross_Pen
67.27,354,Sports,Golf,Ping_Golfbag
20.5,305,Sports,Golf,Callaway_Golfballs
11.5,3,Collectibles,Premium Pens,Cross_Pen
78.01,197,Collectibles,Premium Pens,Waterman_Pen
33,98,Sports,Golf,Callaway_Golfballs
60.48,54,Sports,Golf,Callaway_Golfballs
18,13,Sports,Golf,Callaway_Golfballs
21.5,110,Sports,Golf,Callaway_Golfballs
72,4,Clothing & accessories,Sunglasses,Oakley_Sunglasses
