total_value,tax,LOT_SQFT,year_built,gross_area,living_area,floors,rooms,bedrooms,full_bath,half_bath,kitchen,fireplace,remodel
263,3308,4473,1960,1961,1404,1,7,4,1,1,1,0,None
241.3,3035,4410,1961,1964,1404,1,7,3,1,1,1,0,None
326,4101,6194,1950,2816,1311,1,5,2,1,0,1,1,None
301,3786,6200,1963,2067,1726,1,6,3,2,0,1,0,Old
272.6,3429,5246,1945,2488,1306,1.5,7,4,2,0,1,1,None
301.6,3794,6000,1967,2166,1726,1,6,3,1,1,1,0,None
366.8,4614,7128,1960,2156,1726,1,6,2,2,0,1,0,None
311,3912,5981,1960,2364,1320,2,6,3,1,1,1,0,None
282.5,3553,6000,1960,2116,1726,1,5,3,1,1,1,0,None
301.2,3789,5658,1964,2640,1464,1.5,7,3,1,1,1,0,None
298.8,3758,5963,1963,2592,1469,1.5,6,3,2,0,1,1,None
317.8,3997,6197,1963,2294,2059,1,6,3,1,0,1,1,None
371.9,4678,5695,1988,2712,1469,1.5,6,2,2,1,1,0,None
275.9,3470,7548,1943,2552,1075,1,6,2,1,0,1,1,None
297.7,3745,5700,1960,2936,1641,1.5,6,2,2,0,1,0,None
332.4,4181,7889,1960,3588,1939,1.5,8,4,2,0,1,1,None
297.1,3737,7917,1960,2016,1487,1,7,3,1,1,1,0,None
323.5,4069,7912,1960,2842,1469,1.5,7,3,2,0,1,0,None
306.4,3854,5273,1950,2451,1075,1,6,2,1,1,1,1,Old
306.3,3853,5914,1964,2120,1726,1,8,4,2,0,1,0,None
280.6,3529,4410,1959,1944,1404,1,6,3,1,1,1,0,None
292.4,3678,4463,1958,2298,1404,1,6,3,1,0,1,0,None
307.2,3864,6691,1967,2400,1863,1,6,3,1,1,2,0,None
275.5,3465,4800,1960,2392,1109,1,6,3,1,0,1,1,None
259.1,3259,5273,1945,2796,1155,1,6,2,1,0,1,1,None
267.3,3362,4298,1950,2623,1128,1,7,3,1,1,1,1,None
334.9,4213,4860,1910,3314,1792,2,7,3,1,1,1,0,None
300.1,3775,5608,1963,2311,1125,1,5,3,1,0,1,0,None
332.4,4181,9820,1943,2600,1306,1.5,6,2,1,0,1,1,Recent
278.1,3498,11541,1920,3508,1779,1.5,5,2,1,0,1,0,None
350.3,4406,4654,1890,3256,1755,1.5,9,4,2,0,1,0,None
353.3,4444,6203,1960,2160,1870,1,8,3,1,1,1,0,None
213.4,2684,1696,1904,2496,1518,2,7,4,1,0,1,0,None
297.9,3747,5759,1950,2624,1306,1.5,7,4,1,1,1,0,Recent
316.7,3984,6004,1960,2845,1726,1,7,3,1,1,1,0,Recent
339,4264,10370,1960,2836,1435,1.5,7,3,2,0,1,0,None
340.1,4278,5712,1940,3336,2036,2,7,3,1,1,1,1,None
264.5,3327,5963,1963,2041,1008,1,7,3,1,0,1,0,None
281.9,3546,5739,1960,2100,1726,1,7,3,1,1,1,0,None
312.7,3933,5633,1960,2732,1469,1.5,6,2,2,0,1,1,None
290,3648,7280,1958,2160,1487,1,5,3,1,1,1,0,None
267,3358,3138,1920,2468,1520,2,6,3,1,1,1,0,None
289.8,3645,4253,1920,2792,1428,1.5,7,3,1,0,1,1,None
295.5,3717,6298,1967,2218,1726,1,6,3,1,1,1,0,None
298.1,3750,6506,1960,2160,1966,1,8,3,1,1,1,0,None
288.2,3625,4159,1960,2356,1306,1.5,6,2,1,0,1,1,None
281.9,3546,8318,1942,2376,1075,1,6,3,1,0,1,1,None
276.3,3475,7439,1943,2459,1075,1,6,3,1,0,1,1,None
329.7,4147,19466,1940,2563,1075,1,7,3,1,1,1,1,None
286.5,3604,4272,1965,3084,1512,1,8,3,1,1,1,1,None
348,4377,10493,1966,2204,1320,2,7,3,1,1,1,0,None
289.4,3640,5211,1956,2085,984,1,6,2,1,0,1,1,None
325.5,4094,6083,1957,2422,1472,2,7,3,1,1,1,0,Old
306,3849,6031,1960,2116,1966,1,8,3,1,1,2,0,None
309.2,3889,6000,1960,2424,1870,1,9,4,1,1,1,0,None
293.2,3688,7035,1955,2032,978,1,5,3,1,0,1,1,None
295.7,3719,5836,1960,2736,1469,1.5,7,3,2,0,1,0,None
282.6,3555,5963,1963,2136,1008,1,7,3,1,1,1,0,None
342.5,4308,3500,1910,2520,1536,1.5,5,2,2,0,1,0,Recent
204.1,2567,3854,1920,2022,962,2,6,3,1,1,1,0,None
346.5,4358,7680,1956,2581,1354,1.5,6,2,1,1,1,1,None
290.3,3651,4047,1920,2328,1440,2,7,4,2,0,1,1,None
273.1,3435,5356,1960,1968,941,1,5,2,1,0,1,1,None
298.7,3757,4310,1930,2640,1428,1.5,6,2,1,1,1,1,None
325.7,4097,6895,1960,2066,1966,1,7,3,1,1,1,0,None
338.3,4255,6406,1960,2066,1726,1,8,4,2,0,1,0,Recent
265.9,3345,6946,1950,2339,1075,1,6,3,1,0,1,1,None
198.4,2495,3228,1920,1755,1006,1.5,6,3,1,0,1,0,None
298.6,3756,6935,1965,2628,1469,1.5,6,2,2,0,1,0,None
326.8,4111,6690,1957,2900,1308,1,7,3,1,1,1,1,None
350,4403,6900,1960,2904,1961,1,6,3,3,0,1,1,None
319.2,4015,6315,1960,2220,1726,1,7,3,2,0,2,0,None
398.2,5009,10044,1960,2180,1726,1,6,3,1,1,1,0,Recent
273.4,3439,7931,1938,2376,1075,1,6,3,1,0,1,1,Recent
288.4,3628,6000,1960,2512,1487,1,5,2,1,0,1,0,None
304.9,3835,6858,1925,1808,1133,2,7,3,1,0,1,0,None
313.4,3942,6031,1960,2484,1993,1,9,3,1,1,2,0,None
269.82,3394,10947,1920,2384,1237,1.5,6,3,1,1,1,0,None
203.7,2562,2174,1920,2952,1382,1,7,3,1,0,1,0,None
288.2,3625,4050,1935,3224,1456,1,6,3,1,0,1,1,Old
262.4,3300,4911,1960,2084,1020,1,5,3,1,0,1,1,None
331.4,4169,10294,1943,2944,1346,1.5,6,3,1,0,1,1,None
284,3572,6035,1960,2106,1320,2,7,3,1,1,1,0,None
282.7,3556,4565,1904,2416,1220,2,6,3,1,0,1,0,None
246.8,3104,5963,1963,2160,1008,1,5,3,1,0,1,0,None
290.3,3651,6364,1960,2136,1726,1,6,3,1,1,1,0,None
301.8,3796,5090,1955,2525,1120,1,7,4,1,1,1,0,None
311.2,3914,9551,1943,2508,1306,1.5,6,2,1,1,1,1,Old
299.1,3762,4772,1900,2652,1584,2,6,3,1,0,1,0,None
353.8,4450,19264,1943,2634,1306,1.5,6,3,1,1,1,1,None
290,3648,4050,1960,2548,1176,1,5,4,1,1,1,1,None
289.2,3638,4501,1960,2520,1313,1.5,6,3,2,0,1,1,None
293.9,3697,6008,1960,3041,1557,1.5,6,2,1,1,1,0,None
346.6,4360,4500,1940,1920,960,1,7,4,2,0,1,1,None
314.2,3952,6998,1943,2494,1536,2,7,3,3,0,1,1,Recent
280.7,3531,6077,1965,2097,1726,1,6,3,1,1,1,0,None
298.6,3756,6000,1960,2280,1682,1,6,3,1,1,1,0,None
327.9,4124,10759,1967,2756,1469,1.5,6,2,1,1,1,0,None
442.2,5562,4459,2007,2418,1469,2,7,3,2,1,1,1,None
232.5,2924,2426,1904,2398,1233,1.5,6,3,1,0,1,0,None
302.2,3801,4283,1960,1769,1104,2,5,3,1,1,1,0,None
298.2,3751,4251,1953,2384,1320,1.5,6,3,2,0,1,1,Old
317,3987,5963,1963,2184,1008,1,7,3,1,1,1,0,None
304.8,3834,6035,1960,2160,1726,1,8,3,1,1,1,2,None
281.7,3543,4272,1962,1669,1104,2,5,3,1,1,1,0,None
216.2,2719,3337,1920,2358,1223,1.5,6,3,1,0,1,0,None
302.2,3801,13149,1955,2352,1134,1,5,2,1,0,1,1,None
356.8,4488,17604,1969,3136,1714,1.5,5,3,2,0,1,1,None
317.8,3997,11250,1954,2566,1244,1,6,3,1,1,1,1,None
295.7,3719,4220,1953,2392,1056,1,6,3,1,0,1,1,None
249.2,3134,7103,1940,2544,1075,1,6,3,1,0,1,1,None
314.8,3960,6077,1965,2232,1726,1,7,3,1,1,2,1,None
220.4,2772,2644,1920,1730,1063,2,6,3,1,1,1,0,None
251,3157,2961,1910,1633,882,1.5,4,2,1,0,1,0,Recent
280.8,3532,3158,1964,2175,1868,1,8,3,1,1,1,0,None
329.9,4150,8858,1960,2436,1726,1,7,3,1,1,1,2,None
345.6,4347,6000,1960,2328,1487,1,7,4,2,0,1,0,Recent
244.2,3072,1358,1904,2576,1598,2,8,1,2,0,1,0,None
261.1,3284,3958,1960,2518,1161,1,5,2,1,0,1,1,None
314.1,3951,10641,1965,2136,1008,1,6,3,1,1,2,0,None
288.4,3628,4000,1960,2899,1352,1,7,2,1,1,1,0,None
258.5,3251,4000,1963,2622,1260,1,6,3,1,1,1,0,None
269.1,3385,4351,1960,1889,912,1,6,3,1,1,1,0,None
395.2,4971,4203,2001,2336,1448,2,7,3,2,1,1,1,None
333.8,4199,11844,1960,2160,1726,1,6,3,1,1,1,0,None
290.2,3650,5963,1963,2164,1008,1,7,3,1,1,1,1,None
276.7,3480,6035,1960,2160,1247,1,7,4,1,1,1,0,None
362,4553,4072,1942,3241,1591,1.5,7,4,2,0,1,0,Recent
301.2,3789,3200,1964,2264,1859,1,5,3,1,0,1,0,None
285.2,3587,8245,1943,2569,1306,1.5,7,3,2,0,1,1,Recent
352.7,4436,7649,1965,2730,1280,1,7,4,1,1,2,1,Old
325.2,4091,6014,1960,2832,1728,2,7,3,2,0,1,1,None
437.9,5508,8861,1798,5356,2953,2,11,4,2,0,1,0,Old
313.3,3941,6077,1960,2172,1726,1,7,3,1,1,1,0,None
338.7,4260,8815,1965,2256,1726,1,7,3,2,0,2,0,None
276.9,3483,4254,1962,2100,1404,1,5,3,1,1,1,0,Old
280.3,3526,2845,1920,3100,1761,1.5,8,5,2,0,1,0,Recent
275.7,3468,6000,1965,2080,1487,1,6,3,1,1,1,0,None
281.7,3543,4204,1956,2232,1042,1,6,2,1,0,1,1,None
283.1,3561,4910,1973,2520,1440,2,5,3,1,1,1,0,None
277.6,3492,6750,1949,2592,936,1,4,1,1,0,1,0,None
307.1,3863,7532,1960,2898,1726,1,6,2,2,0,1,0,None
307.8,3872,4117,1960,2641,1537,2,7,4,1,1,1,1,None
295.6,3718,1237,1990,3039,1908,2,7,4,1,2,1,1,None
370.5,4660,11617,1960,2868,2343,1,6,3,1,1,1,0,None
316.2,3977,5401,1963,2478,1488,2,7,3,1,1,1,0,None
300.4,3779,6044,1960,2093,1870,1,5,3,1,0,1,0,None
285.3,3589,4803,1920,3280,2196,2,8,3,2,0,1,0,None
290.2,3650,9387,1943,2490,1306,1.5,7,3,1,1,1,1,Old
296.7,3732,5935,1960,2013,1320,2,6,3,1,1,1,0,None
312.3,3928,6035,1960,2160,1726,1,10,3,1,1,1,0,None
366.8,4614,9359,1965,2848,2390,1,10,5,1,1,1,1,Old
362.3,4557,5726,1964,2706,1883,1.5,8,4,1,2,1,1,None
246,3094,6202,1959,1964,982,1,5,3,1,0,1,1,None
360.8,4538,7285,1965,2224,2168,1,6,3,2,1,2,1,None
315.4,3967,4342,1964,2916,1596,2,7,4,1,1,1,1,None
286.3,3601,5877,1964,2052,1726,1,5,3,2,0,1,0,None
286.8,3607,4032,1960,2586,1190,1,8,4,1,0,1,0,None
314.3,3953,4162,1950,2556,1354,1.5,6,3,2,0,1,1,None
276.7,3480,4548,1930,2287,1367,2,6,3,1,1,1,1,Old
322.3,4054,7999,1965,2016,1008,1,9,4,1,1,2,0,None
433.1,5448,6102,1994,2308,2135,1,6,3,1,1,1,1,None
270.7,3405,4858,1965,2177,1008,1,7,3,1,1,1,2,None
393.1,4945,6000,1967,2600,1908,1,8,3,2,0,1,1,Recent
287,3610,4000,1964,2406,1188,1,5,3,1,0,1,1,None
324.1,4077,5099,1933,2597,1577,2,7,4,2,1,1,0,None
316.2,3977,6750,1964,3541,1528,1,7,3,1,1,1,1,None
284.6,3580,6071,1960,2136,1487,1,6,2,1,0,1,2,None
292.1,3674,7444,1965,2268,1487,1,5,3,1,0,1,0,Recent
316.2,3977,10566,1960,2252,1726,1,5,3,1,1,1,0,None
335.6,4221,18670,1940,3010,1474,1.5,7,3,2,0,1,1,None
299.1,3762,5950,1960,2096,1966,1,9,3,1,1,1,2,None
463.9,5835,4478,2008,3864,2138,2.5,7,4,2,1,1,0,None
350.9,4414,5857,1963,2740,1849,1.5,8,3,1,2,1,1,None
326.3,4104,6035,1960,2040,1692,1,6,3,1,1,1,0,Old
355.8,4475,8526,1965,2068,1726,1,9,3,2,0,2,0,None
273.9,3445,4207,1960,2480,1123,1,5,3,1,0,1,1,None
312.5,3931,3718,1960,2379,1560,2,7,4,1,1,1,1,None
360.6,4536,6761,1965,2258,1836,1,7,3,1,1,1,0,None
380.6,4787,6505,1994,2356,1670,1,7,3,2,0,1,2,None
377.5,4748,5494,1929,2750,1820,2,8,4,2,0,1,0,Old
284.3,3576,6000,1960,2136,1726,1,6,3,1,1,1,0,None
250.2,3147,3630,1935,2564,1081,1,6,2,1,0,1,0,None
315.3,3966,4434,1988,2156,1350,2,8,3,1,1,1,0,None
310,3899,6000,1960,2088,1521,1,7,3,1,1,1,0,None
297.9,3747,4000,1980,2352,1104,1,8,4,2,0,1,0,None
176.9,2225,1037,1920,2520,1680,2,6,3,1,0,1,0,None
326.7,4109,12568,1950,3230,1747,1.5,11,4,1,1,1,2,None
370.3,4658,6091,1960,2868,1589,1.5,7,4,2,1,1,0,None
316.6,3982,6012,1967,2244,1320,2,6,3,1,1,1,0,None
324.9,4087,5668,1960,2124,1487,1,7,4,2,0,2,0,None
325.9,4099,5992,1964,2904,1566,1.5,8,3,2,1,1,1,None
288,3623,3417,1960,2520,1306,1.5,6,3,1,1,1,1,None
257.7,3241,4252,1960,2451,1123,1,6,3,1,0,1,1,None
309.6,3894,6380,1965,2266,1726,1,7,3,1,1,2,0,None
321.8,4048,5264,1958,2664,1481,1.5,8,3,1,1,1,1,Old
343.1,4316,6000,1960,2196,2048,1,8,4,2,0,2,2,Recent
270.3,3400,3166,1960,2647,1128,1,6,3,1,0,1,1,None
309.9,3898,9861,1967,2048,1350,1,6,2,1,1,1,0,None
274.2,3449,10539,1960,2528,1170,1,6,2,1,1,1,2,None
314.2,3952,4331,1960,2438,1110,1,6,3,1,1,1,1,Recent
333.5,4195,6104,1960,2328,1268,1.5,8,4,2,0,1,0,Recent
262.3,3299,9358,1920,2244,1432,2,7,3,1,0,1,1,None
397.2,4996,7998,1994,2229,1726,1,6,3,1,1,1,1,None
315.6,3970,7038,1968,2563,1726,1,5,3,1,1,1,0,None
289.2,3638,6000,1960,2096,1247,1,7,3,1,0,1,0,None
329.8,4148,4477,1960,2040,1368,2,7,4,1,1,2,1,None
412,5182,8919,1991,3190,2509,1.5,7,4,1,1,1,1,None
288.3,3626,6000,1969,2088,1692,1,8,3,1,1,1,0,None
309.5,3893,5554,1960,2432,1354,1.5,7,3,2,0,1,0,None
265.3,3337,4297,1960,2496,1354,1.5,6,3,1,0,1,1,None
275.3,3463,4905,1963,2926,1469,1.5,6,2,1,1,1,0,None
283,3560,3108,1960,2616,1109,1,6,3,2,0,1,1,Recent
328.4,4131,11081,1967,2272,1726,1,6,3,1,0,2,0,Old
313.4,3942,6000,1960,2196,1726,1,6,3,1,1,1,0,None
282.1,3548,6212,1960,2720,1469,1.5,4,1,1,0,1,0,None
336.3,4230,6131,1965,2585,1479,1.5,7,3,2,0,1,1,None
171.8,2161,2313,1912,1862,754,1,5,2,1,0,1,0,None
231.1,2907,5657,1972,2160,1080,1,5,3,1,0,1,1,None
301.2,3789,3200,1914,3128,1506,1.5,7,3,1,1,1,0,None
420.7,5292,8501,1995,2664,1620,2,7,3,2,1,1,1,None
293.8,3696,4357,1956,2830,1302,1,7,3,1,1,1,1,None
301,3786,6000,1960,2280,1715,1,7,3,1,1,2,1,None
354.8,4463,4770,1912,3939,2246,2,9,5,3,0,1,1,None
337.5,4245,5755,1972,2112,1296,2,7,3,2,1,2,2,None
344.1,4328,6557,1956,3039,1613,1.5,6,3,1,1,1,1,None
346.2,4355,4527,1956,2240,1428,2,8,4,1,1,1,1,Recent
262.1,3297,6713,1965,2194,1008,1,6,3,1,0,1,0,None
418.4,5263,7996,1995,2604,1680,2,7,3,2,1,1,1,None
288.4,3628,4500,1960,2104,1726,1,8,3,1,1,1,0,None
289.3,3639,6000,1960,2172,1726,1,6,3,1,1,1,2,None
283.8,3570,3803,1950,2434,1063,1,6,4,2,0,2,0,Old
302.9,3810,5954,1960,2216,1343,1,6,3,1,1,1,0,None
317.6,3995,8565,1965,2160,1726,1,10,5,2,0,2,0,None
338.3,4255,6976,1965,2216,1877,1,8,3,2,0,1,2,None
195.3,2456,4994,1920,2190,1440,2,7,4,1,0,1,0,None
311.9,3923,6612,1965,2107,1487,1,7,3,1,1,2,0,None
314.7,3958,9477,1967,2160,1726,1,7,4,1,1,1,0,None
286.8,3607,4369,1960,2627,1384,1.5,6,3,2,0,1,1,None
353.3,4444,6956,1965,2368,2007,1,7,3,2,0,2,0,None
259.4,3263,4770,1957,2176,1040,1,5,2,1,0,1,0,None
289.2,3638,4970,1963,2742,1469,1.5,7,3,2,0,1,0,None
289.2,3638,6214,1963,2731,1438,1.5,6,3,2,0,1,0,None
336.8,4236,5868,1960,2904,1875,1,8,4,2,0,1,0,None
346.4,4357,4802,1959,2728,2160,2,7,4,2,0,1,0,None
488.2,6141,18515,1989,4449,2511,2,9,3,3,0,1,2,None
314.7,3958,5964,1920,2328,1149,1.5,6,2,1,1,1,0,Old
326.9,4112,6000,1960,2209,1726,1,8,3,1,1,2,0,None
319.9,4024,6025,1960,2085,1726,1,6,3,1,1,1,0,None
460.3,5790,6072,2005,3057,1937,2,8,4,1,1,1,1,None
283.4,3565,3801,1960,2596,1306,1.5,7,3,1,1,1,1,None
318.1,4001,5654,1963,3007,1664,1.5,6,3,1,2,1,1,None
292.8,3683,6470,1967,2156,1726,1,9,3,1,1,1,0,None
263.9,3319,3967,1964,1434,1280,1,6,3,1,0,1,1,None
333.7,4197,10438,1968,2016,1726,1,6,3,1,1,1,0,None
271.6,3416,6073,1968,2131,1343,1,5,2,1,1,1,0,None
315.2,3965,7274,1965,2292,1679,1,7,3,1,1,1,0,None
369.3,4645,4784,1910,3410,2087,2,7,4,2,0,1,1,Recent
324.2,4078,6612,1965,2328,1993,1,7,3,1,1,2,0,None
510.3,6419,10502,1968,3846,3062,1,9,4,3,0,1,0,Recent
350,4403,7140,1964,2313,1881,1,7,3,2,0,1,0,None
360.6,4536,4933,1993,2014,1704,1,7,3,2,0,1,0,None
311.9,3923,5352,1970,2098,1320,2,7,3,1,1,1,1,Recent
297.7,3745,5952,1963,2592,1438,1.5,7,3,2,0,1,0,None
344.6,4335,4000,1969,2474,2076,1,7,3,1,0,1,0,None
260.1,3272,5744,1965,2032,984,1,5,3,1,0,1,0,None
312,3924,5218,1960,2488,1306,1.5,6,3,2,0,1,1,None
326.1,4102,6099,1960,2305,1320,2,8,4,2,1,2,0,None
296.2,3726,4161,1927,2664,1350,2,7,4,1,1,1,1,None
310.3,3903,6111,1959,2148,1726,1,8,4,1,1,2,0,None
290.1,3649,3904,1960,2548,1306,1.5,7,3,2,0,1,1,None
222.5,2799,2589,1920,1516,748,1.5,4,2,1,0,1,0,None
561.8,7067,5832,2011,4331,2846,2,7,3,2,0,1,0,Recent
305,3836,4276,1966,2796,1142,1,7,3,1,1,1,1,Recent
315.3,3966,3828,1957,2700,1460,1.5,6,2,1,1,1,1,None
266.3,3350,2706,1920,2928,1636,2,7,3,2,0,1,0,None
444.6,5593,4851,2000,2957,1680,2,5,3,2,0,1,0,None
287.9,3621,4106,1954,3100,1495,1.5,4,2,1,0,1,1,None
293.3,3689,5563,1960,2233,2129,1,7,3,1,0,1,0,None
333.8,4199,6166,1960,2232,1726,1,7,4,2,0,1,1,Recent
286.2,3600,6067,1963,2592,1438,1.5,9,4,2,0,1,0,None
326.9,4112,9095,1965,2144,1726,1,6,3,1,1,1,0,None
322.9,4062,6612,1965,2847,2086,1,10,4,1,1,1,2,None
352.1,4429,8085,1960,2862,2166,1,6,3,1,1,1,0,None
276.9,3483,6569,1964,2016,1726,1,8,4,1,1,1,0,None
285.2,3587,5202,1960,2352,1306,1.5,6,3,2,0,1,1,None
330.6,4158,5691,1960,2423,1603,1.5,6,3,1,1,1,1,None
272,3421,3200,1908,2856,1872,2,6,3,2,0,1,0,None
298.1,3750,4193,1950,2192,1400,2,7,4,1,1,1,1,None
275.9,3470,4237,1950,2436,1068,1,6,3,1,1,1,1,None
272.1,3423,6408,1940,3544,1494,1,6,3,1,0,1,1,Old
275.2,3462,4598,1960,2140,1088,1,5,3,1,1,1,1,None
299,3761,4941,1911,2700,1530,2,8,5,1,0,1,0,None
234,2943,3738,1928,1694,1148,1.5,6,3,1,0,1,0,None
298,3748,6594,1961,2640,1469,1.5,5,2,1,1,1,0,None
500,6290,8000,1966,4400,3494,1,12,6,4,0,2,2,None
277.4,3489,6291,1963,2682,1438,1.5,4,1,1,0,1,0,None
203.7,2562,3556,1920,2184,1047,1.5,5,3,1,0,1,0,None
297,3736,7877,1920,1922,966,1,5,2,2,0,1,0,None
250.9,3156,5466,1924,2223,952,1,5,2,1,0,1,0,None
289.8,3645,4240,1960,2848,1347,1,6,3,1,1,1,1,None
290.2,3650,6035,1960,2120,1692,1,6,3,1,1,1,0,None
288.2,3625,4084,1960,2106,1352,2,6,4,1,1,1,1,None
335.7,4223,8968,1965,2432,1794,1,7,3,1,1,1,1,None
389.4,4898,4988,1989,2604,1640,2,8,4,1,1,1,1,None
304.9,3835,4002,1972,2686,1741,2,7,3,1,1,1,0,None
246.3,3098,9282,1920,2065,1122,2,6,3,2,0,1,0,None
343.5,4321,14521,1966,2588,1487,1,7,3,2,0,1,1,None
426.3,5362,9661,1963,2884,1721,1.5,8,3,3,0,1,0,Recent
318.3,4004,4632,1950,2886,1346,1,6,4,1,0,1,0,None
343,4314,7324,1969,2850,1503,1.5,6,4,1,1,1,2,None
366.5,4610,5861,1986,2706,1419,1.5,8,4,2,0,1,0,None
325.7,4097,5113,1960,2386,1056,1,6,2,2,0,1,1,None
281.5,3541,4107,1960,2542,1123,1,6,3,1,0,1,1,None
475.2,5978,8000,1984,3981,2446,2,7,4,1,2,1,1,Old
243.1,3058,3701,1914,2017,1172,2,6,3,1,1,1,0,Old
317.3,3991,6651,1950,2252,1492,2,6,3,2,0,1,1,Old
201.8,2538,5979,1912,1308,853,1,5,1,1,0,1,0,Old
434.6,5467,9689,1983,3576,2685,1,10,6,2,2,2,0,Old
195.1,2454,2800,1925,2606,1220,1.5,6,2,1,1,1,1,None
217.3,2733,3900,1940,2499,1081,1,6,2,1,0,1,0,None
326,4101,4283,1931,2810,1628,2,7,4,2,0,1,1,Old
296.9,3735,3644,1955,2386,1325,1.5,6,3,2,0,1,1,None
284.2,3575,4042,1955,2505,1315,1,6,3,2,0,1,1,None
282.2,3550,5753,1921,2722,1216,1,6,3,1,0,1,0,None
457.7,5757,3356,2011,4176,2552,2,8,4,2,1,1,1,Recent
266.7,3355,4591,1958,2396,1064,1,6,3,1,1,1,1,None
327.9,4124,3981,1960,2040,1300,2,7,4,1,1,1,0,None
287.6,3618,4216,1923,2704,1270,1.5,6,3,1,0,1,0,None
282.5,3553,4197,1955,2388,1265,1.5,6,2,1,1,1,0,None
314.9,3961,3382,1923,2629,1439,1.5,6,3,2,0,1,0,Recent
305.3,3840,4431,1956,2479,1334,1.5,6,4,2,0,1,1,None
382.5,4811,9259,1960,3219,1584,1,6,3,2,0,1,1,None
303.6,3819,4364,1960,3250,1528,1.5,6,3,2,0,1,1,None
340.1,4278,8991,1925,2480,1352,2,6,3,1,1,1,0,None
296.5,3729,5956,1984,2936,1596,2,6,3,1,1,1,1,None
330.3,4155,16000,1925,3124,1430,1,7,3,1,1,1,0,None
266.6,3353,2835,1984,2464,1596,2,6,3,1,1,1,1,None
236.9,2980,2990,1915,1516,972,2,5,2,1,1,1,0,None
294.3,3702,4350,1964,2208,1456,2,6,3,1,1,1,1,None
295,3711,4353,1960,3031,1372,1,6,3,1,1,1,0,None
293.7,3694,4368,1957,2940,1383,1,6,3,2,0,1,1,None
490.1,6165,8372,1972,4156,3089,1,8,3,2,1,2,0,None
281.8,3545,4301,1954,2432,1306,1.5,6,3,1,1,1,1,None
238.6,3001,3435,1920,2324,1516,2,7,4,1,0,1,0,None
333.4,4194,6854,1928,2746,1688,2,8,3,1,0,1,1,Recent
322.2,4053,4151,1957,2988,1344,1,7,5,1,1,1,1,Old
304.1,3825,4668,1958,2428,1317,1.5,6,3,2,0,1,1,None
234.2,2946,6765,1914,1829,798,1,5,2,1,0,1,0,None
196.9,2477,3070,1920,1600,1000,2,6,3,1,0,1,0,None
271,3409,2837,1984,2644,1596,2,6,3,1,1,1,1,None
275.9,3470,4858,1956,2191,1060,1,6,2,1,0,1,1,None
554.4,6974,9897,1986,3896,3063,1,9,4,2,1,1,1,Recent
333.7,4197,4483,1953,3402,1505,1,10,4,2,0,1,0,None
299.6,3768,4508,1960,2418,1346,1.5,6,2,1,1,1,1,None
271.5,3415,2896,1984,2464,1596,2,6,3,1,1,1,1,None
307,3862,4306,1960,3076,1433,1,6,3,1,1,1,1,None
286.9,3609,4640,1920,2318,1087,1,7,2,1,1,1,0,Recent
283.8,3570,4238,1960,2340,1306,1.5,5,2,2,0,1,1,None
295.7,3719,4746,1958,2512,1305,1.5,6,2,1,1,1,1,None
217.3,2733,3461,1943,2331,1042,1,6,4,1,0,1,1,None
283.4,3565,3926,1958,2960,1344,1,6,3,1,1,1,1,None
226.4,2848,4000,1925,2206,962,1,5,2,1,0,1,1,Old
287,3610,4906,1953,2764,1317,1.5,6,3,2,0,1,1,None
480.7,6047,6013,1975,4340,3263,1,9,5,3,0,2,0,None
316.9,3986,12273,1984,2768,1596,2,7,3,1,1,1,1,Recent
263.5,3314,4177,1960,1722,839,1,9,5,1,1,1,1,None
282.7,3556,4163,1956,2432,1123,1,7,3,1,0,1,1,None
182.2,2292,1821,1920,2452,1162,1,6,3,1,0,1,0,None
255,3207,4244,1960,2340,1131,1,5,2,1,0,1,1,None
273.5,3440,3717,1961,2564,1162,1,5,2,1,1,1,1,None
283.6,3567,4980,1958,2400,1317,1.5,6,2,1,1,1,1,None
383,4818,8000,1959,3975,3011,1,9,4,2,1,1,2,None
308,3874,4174,1960,3568,1872,1.5,6,3,1,1,1,1,None
361.1,4542,4823,1938,2816,1628,2,7,3,2,0,1,0,Old
229.1,2882,2900,1915,2183,1119,1.5,7,3,1,0,1,0,None
398.2,5009,5954,1976,3694,2944,1,9,2,2,0,2,0,Old
349.4,4395,6065,1955,2402,1568,2,8,4,1,1,1,1,None
313.6,3945,4342,1957,2496,1265,1.5,6,3,1,1,1,1,None
352.9,4439,7640,1940,3468,1940,2,8,4,1,1,1,1,None
192.4,2420,4237,1940,2667,1205,1,6,2,1,0,1,0,None
286.6,3605,5200,1927,1716,1056,2,7,3,1,1,1,1,None
270.7,3405,4165,1960,2384,1306,1.5,6,3,1,0,1,1,None
335.4,4219,7297,1984,2913,1469,1.5,6,3,1,1,1,1,None
253.6,3190,3015,1924,2168,1248,2,7,4,1,0,1,0,None
346.7,4361,3502,1989,2523,1632,2,8,3,1,1,1,0,None
335.5,4220,4111,1960,2474,1306,1.5,9,3,3,0,2,1,None
291.2,3663,6048,1988,3336,1421,1,7,4,2,0,1,1,None
192.5,2421,4500,1920,1848,890,1,6,3,1,0,1,0,None
204.7,2575,1218,1920,1965,971,1.5,6,3,1,0,1,0,None
397.4,4999,5625,1986,2512,1578,2,6,3,2,1,1,0,None
251.6,3165,4507,1950,1616,788,1,4,2,1,0,1,1,None
