sequence_number,US,source_a,source_c,source_b,source_d,source_e,source_m,source_o,source_h,source_r,source_s,source_t,source_u,source_p,source_x,source_w,freq,last_update_days_ago,1st_update_days_ago,web_order,Gender=male,address_is_res,purchase,spending
1071,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,3500,0,1,0,0,0
1072,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,220,3236,0,1,0,1,1446
1073,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3339,3356,1,0,0,1,38
1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,604,604,1,0,0,0,0
1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1521,1561,1,0,1,0,0
1076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3444,3444,0,1,0,1,71
1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1582,1604,0,1,0,0,0
1078,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2905,2905,0,0,0,0,0
1079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,967,967,1,0,0,0,0
1080,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2571,2579,1,1,0,1,161
1081,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2857,2857,0,0,0,0,0
1082,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1925,0,0,1,0,0
1083,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3502,3502,0,1,0,0,0
1084,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2257,2263,1,0,0,1,264
1085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2961,2961,0,1,1,0,0
1086,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1933,1,0,1,1,4
1087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3608,3608,1,0,0,1,22
1088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,486,3089,0,1,0,1,321
1089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,490,2829,0,0,0,1,204
1090,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3040,3040,1,1,0,0,0
1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1318,1318,1,1,0,0,0
1092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1920,1963,1,1,0,1,138
1093,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1932,0,1,1,0,0
1094,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,1,1,0,0,0
1095,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2978,2978,1,0,0,0,0
1096,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1914,0,1,1,0,0
1097,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1010,1010,1,0,0,0,0
1098,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,700,3215,1,0,1,1,438
1099,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,239,2296,1,0,0,1,1161
1100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,486,486,1,1,0,1,159
1101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1914,1,1,1,0,0
1102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3009,3009,1,1,0,1,184
1103,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3311,3311,1,1,0,0,0
1104,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2460,3125,1,1,0,1,162
1105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,455,731,0,0,1,0,0
1106,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1021,2418,0,1,1,1,285
1107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1109,1764,0,0,1,1,173
1108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1350,1350,1,1,0,0,0
1109,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2327,2327,0,0,1,1,158
1110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,724,724,1,1,0,1,43
1111,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1856,3694,1,0,1,0,0
1112,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,1,0,0,0
1113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,828,1147,0,0,0,0,0
1114,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2506,2506,0,0,0,0,0
1115,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2960,3222,0,1,1,1,160
1116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,372,2383,0,0,0,1,149
1117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1962,3401,0,0,0,0,0
1118,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,556,556,1,0,0,1,174
1119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3124,3124,0,1,0,0,0
1120,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2662,2662,1,1,0,0,0
1121,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3548,3548,1,0,0,0,0
1122,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2404,2404,0,0,0,0,0
1123,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1521,1583,0,1,0,0,0
1124,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,1,1,0,0,0
1125,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23,115,1,1,0,0,0
1126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,658,658,0,1,0,1,56
1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1402,1402,1,0,0,0,0
1128,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3400,3400,0,0,0,0,0
1129,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3458,3458,0,0,0,0,0
1130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1879,1910,0,0,1,0,0
1131,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2856,2856,0,0,0,0,0
1132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2872,2872,0,0,0,0,0
1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,829,829,0,1,0,1,89
1134,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1779,1779,0,0,0,0,0
1135,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1036,1036,1,1,0,0,0
1136,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,360,3027,1,0,0,1,1305
1137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,995,995,0,1,1,0,0
1138,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,1,1,0,0,0
1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,835,1091,1,0,0,1,241
1140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,890,890,1,0,0,0,0
1141,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3159,3159,1,0,0,0,0
1142,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3292,3292,0,0,0,1,128
1143,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2467,2467,1,1,0,1,130
1144,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1619,1619,1,0,0,1,20
1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1079,1079,1,1,0,0,0
1146,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2739,2739,0,0,0,1,8
1147,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1877,2019,0,0,0,1,255
1148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2877,2877,0,0,0,0,0
1149,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3286,3286,1,0,0,1,128
1150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786,2786,0,1,0,0,0
1151,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2900,2900,0,0,0,0,0
1152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,1,1,0,0,0
1153,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3822,3822,0,1,0,1,97
1154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,23,1,1,0,0,0
1155,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,27,27,0,1,0,0,0
1156,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,868,868,0,1,0,0,0
1157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,456,456,1,0,1,1,306
1158,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3201,3249,0,1,0,0,0
1159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,134,134,0,0,0,1,163
1160,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4157,4157,1,1,0,1,254
1161,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204,217,0,1,0,0,0
1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1617,1617,1,1,0,1,170
1163,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1583,1583,0,0,0,0,0
1164,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2863,2863,0,0,0,0,0
1165,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,499,2758,1,1,0,1,237
1166,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,829,829,1,1,0,1,202
1167,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,220,220,0,0,0,0,0
1168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3403,3403,0,1,0,0,0
1169,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,835,1715,0,0,1,1,56
1170,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3745,3745,0,0,0,0,0
1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,437,616,0,0,0,1,114
1172,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2996,2996,0,1,0,0,0
1173,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2809,2841,0,0,0,1,191
1174,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,0,1,0,0,0
1175,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4065,4065,0,1,1,1,99
1176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3619,3619,0,1,0,0,0
1177,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3641,3641,1,0,0,0,0
1178,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,2376,1,0,0,0,0
1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,743,1242,1,1,1,1,47
1180,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,804,3027,1,0,0,1,303
1181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786,2786,0,1,0,0,0
1182,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2859,2859,0,1,0,0,0
1183,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1710,1746,0,0,1,0,0
1184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,583,598,1,1,0,1,149
1185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2767,2767,0,1,0,0,0
1186,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3914,3914,0,1,0,0,0
1187,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,471,3304,1,1,0,1,249
1188,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,542,3125,0,0,0,1,578
1189,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,463,1949,0,0,0,1,412
1190,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,925,925,1,1,0,1,104
1191,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2863,2863,1,1,0,0,0
1192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3522,3522,0,1,0,0,0
1193,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3587,3587,1,1,0,1,33
1194,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,854,854,0,1,0,0,0
1195,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2963,2963,1,1,0,1,165
1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507,3507,1,1,0,0,0
1197,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4096,4096,1,0,0,0,0
1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1010,1010,0,1,0,0,0
1199,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,1,0,0,0,0
1200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2891,3852,0,1,0,0,0
1201,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3125,3125,1,0,0,1,103
1202,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2899,3852,1,1,0,1,320
1203,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,744,770,0,1,1,0,0
1204,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2564,2564,0,0,0,0,0
1205,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,1,0,0,0
1206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3474,3474,1,1,0,1,45
1207,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1646,1682,0,1,1,0,0
1208,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,0,0,0,0,0
1209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,525,2513,0,1,0,1,490
1210,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3353,3353,0,0,0,0,0
1211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2765,2765,1,0,0,0,0
1212,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3114,3114,0,0,0,0,0
1213,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2558,2558,1,1,0,0,0
1214,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2634,2634,0,1,0,0,0
1215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1018,2984,1,0,0,1,405
1216,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,869,2767,0,1,0,1,117
1217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,689,689,1,0,0,0,0
1218,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2856,3069,0,0,0,1,78
1219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2632,2632,0,0,0,0,0
1220,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2943,2943,1,1,0,1,183
1221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2851,2851,0,1,0,0,0
1222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2522,2522,0,1,1,0,0
1223,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3772,3772,0,1,0,0,0
1224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,1910,0,0,1,1,624
1225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,0,0,0,0,0
1226,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2318,2333,1,0,0,1,161
1227,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2165,3240,1,1,0,1,157
1228,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2838,2838,1,0,0,1,35
1229,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2730,2730,0,0,0,0,0
1230,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1451,1451,1,1,0,0,0
1231,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,408,3914,1,0,0,1,197
1232,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3180,3180,0,0,0,0,0
1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,532,532,0,0,0,0,0
1234,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2817,2927,1,0,0,1,163
1235,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3613,3613,0,1,0,0,0
1236,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1877,1969,1,1,0,1,212
1237,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3270,3270,0,1,0,1,38
1238,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3143,3143,0,1,0,1,229
1239,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,511,945,0,0,1,1,173
1240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2009,0,1,0,0,0
1241,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1017,2431,1,1,0,1,254
1242,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2744,2744,1,1,0,1,230
1243,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1521,1577,1,0,1,1,40
1244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,784,784,1,1,1,0,0
1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1121,1262,1,1,0,1,288
1246,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2787,2787,1,1,0,0,0
1247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2255,2255,0,1,0,1,161
1248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1618,1639,0,1,1,0,0
1249,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1436,1463,0,1,1,0,0
1250,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1275,1323,1,1,1,1,140
1251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3548,3548,0,0,0,0,0
1252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1241,1311,1,0,1,1,255
1253,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3215,3215,0,0,0,1,230
1254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1962,1983,0,0,1,0,0
1255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3403,3403,1,1,0,0,0
1256,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3564,3564,1,0,1,1,128
1257,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,463,2109,0,1,0,1,517
1258,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2569,2569,1,0,0,0,0
1259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1221,1221,1,1,1,1,164
1260,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1430,1534,0,1,1,1,65
1261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,364,364,0,1,0,1,149
1262,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,1,0,0,0
1263,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,463,772,0,0,1,1,406
1264,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3304,3304,0,0,0,1,129
1265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,4096,0,0,0,0,0
1266,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2977,2977,0,0,1,0,0
1267,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3852,3852,1,0,1,0,0
1268,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3354,3354,0,1,0,0,0
1269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2274,2274,0,0,0,1,46
1270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1221,1221,1,1,1,1,44
1271,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3464,3464,1,1,0,0,0
1272,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3269,3269,1,0,0,0,0
1273,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3426,3426,1,0,0,1,198
1274,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3243,3278,1,0,1,1,7
1275,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3883,3883,1,0,1,1,128
1276,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3353,3353,1,0,0,1,213
1277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1147,1147,1,1,0,1,201
1278,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3852,3852,0,0,1,0,0
1279,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2527,2527,1,0,0,1,161
1280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1758,1787,0,0,0,1,230
1281,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,216,216,0,0,1,0,0
1282,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,792,2831,1,1,1,0,0
1283,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3717,3717,0,1,0,0,0
1284,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3755,3755,0,1,0,0,0
1285,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4188,4188,1,0,0,0,0
1286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,666,826,0,0,0,1,265
1287,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3605,3944,0,0,0,1,246
1288,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3536,3536,0,1,0,0,0
1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,255,408,1,1,0,1,318
1290,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2915,2915,0,1,1,0,0
1291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,0,0,0,0,0
1292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1857,3662,0,1,0,1,240
1293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,890,890,1,1,0,0,0
1294,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2807,2807,1,0,0,1,54
1295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,167,167,0,0,1,0,0
1296,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1897,1897,0,0,0,1,165
1297,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2618,2618,0,0,0,0,0
1298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1969,2075,1,0,1,1,171
1299,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3709,3709,1,1,0,1,98
1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,217,217,1,1,0,1,40
1301,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2773,2773,1,0,0,0,0
1302,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3430,3430,0,0,0,0,0
1303,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,295,3020,1,1,1,1,531
1304,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3944,3944,0,1,0,0,0
1305,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2914,2914,1,1,0,1,85
1306,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,1,0,0,0,0
1307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3328,3328,0,1,0,0,0
1308,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1521,1583,1,1,1,0,0
1309,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1752,1771,0,0,1,0,0
1310,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,1,0,0,0,0
1311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2850,3458,1,1,1,1,129
1312,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1752,1774,1,1,1,0,0
1313,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,72,2485,1,1,0,1,229
1314,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,744,3150,0,1,1,0,0
1315,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2128,2128,0,0,0,0,0
1316,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1128,3376,1,1,0,1,1289
1317,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,0,1,0,0,0
1318,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3104,3104,0,1,1,0,0
1319,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2310,2317,0,1,0,1,100
1320,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,897,897,1,0,0,0,0
1321,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2235,2256,1,0,0,1,390
1322,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1878,1878,1,1,0,1,35
1323,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3020,3020,0,1,0,1,129
1324,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1592,1652,1,0,1,1,40
1325,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,14,1235,1,0,1,1,303
1326,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,1,0,0,0
1327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,462,462,0,1,0,0,0
1328,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2696,2696,0,0,0,1,230
1329,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3066,3066,0,1,1,0,0
1330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2101,2101,0,1,0,1,146
1331,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1581,3660,0,1,0,1,158
1332,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1168,1963,0,1,1,1,40
1333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1935,0,1,1,0,0
